gem,ficheiro,commit,categoria,loc_medio,loc_max,pct_singleton,pct_duck,mixins_por_classe,profundidade_heranca,metaprog_por_100,metodos,classes,formas,razao_formas,modo,componente,tamanho_componente,origem,posicao_ranking,relacionado,vizinhos_no_corpus,ligacoes_possiveis_no_corpus
fastlane,fastlane/lib/fastlane/action.rb,38d0ec404332,mobile development,4.3,10,74,4,0.33,0,0.0,27,3,19,0.704,isolado,fastlane#0,349,diversidade,65,False,0,0
fastlane,produce/lib/produce/service.rb,38d0ec404332,mobile development,39.6,328,30,50,1.5,0,0.0,10,2,9,0.9,isolado,fastlane#0,349,diversidade,11,False,0,0
fastlane,spaceship/lib/spaceship/connect_api/file_uploader.rb,38d0ec404332,mobile development,27.7,35,100,100,0.0,0,33.3,3,3,3,1.0,isolado,fastlane#0,349,diversidade,82,False,0,0
fastlane,spaceship/lib/spaceship/portal/cloud_container.rb,38d0ec404332,mobile development,4,5,100,100,0.0,2,0.0,3,3,3,1.0,isolado,fastlane#101,1,diversidade,19,False,0,0
foreman,lib/foreman/engine.rb,3530b8e4a1b1,process management and monitoring,7.9,30,0,63,0.0,0,0.0,43,1,40,0.93,isolado,foreman#1,2,diversidade,68,False,0,0
geocoder,lib/geocoder/results/ipqualityscore.rb,d3515db46c57,geolocation,11,27,33,0,0.0,1,0.0,3,3,3,1.0,isolado,geocoder#52,1,diversidade,30,False,0,0
geocoder,lib/geocoder/stores/active_record.rb,d3515db46c57,geolocation,13.1,62,6,82,0.33,0,41.2,17,3,17,1.0,isolado,geocoder#1,45,diversidade,50,False,0,0
gitlab,lib/gitlab.rb,4818c5712616,third-party apis,4.3,7,100,67,1.0,0,33.3,6,1,6,1.0,isolado,gitlab#0,3,grupo,,True,1,1
gitlab,lib/gitlab/cli.rb,4818c5712616,third-party apis,19.7,43,100,67,1.0,0,0.0,3,1,3,1.0,isolado,gitlab#1,2,diversidade,41,False,0,0
gitlab,lib/gitlab/cli_helpers.rb,4818c5712616,third-party apis,9.4,32,0,67,0.0,0,11.1,18,2,17,0.944,isolado,gitlab#0,3,grupo,,True,2,2
gitlab,lib/gitlab/client.rb,4818c5712616,third-party apis,4.2,5,0,75,32.5,2,0.0,4,2,4,1.0,isolado,gitlab#2,1,diversidade,12,False,0,0
gitlab,lib/gitlab/help.rb,4818c5712616,third-party apis,10.3,18,100,83,1.0,0,0.0,6,1,6,1.0,isolado,gitlab#0,3,grupo,,True,1,1
gli,lib/gli/gli_option_parser.rb,4029b76c888a,cli builder,17.9,57,0,73,0.0,2,9.1,11,5,11,1.0,isolado,gli#13,2,diversidade,37,False,0,0
guard,lib/guard.rb,170d63c6ca57,file system listener,11,28,100,89,1.0,0,11.1,9,1,9,1.0,isolado,guard#0,22,diversidade,10,False,0,0
guard,lib/guard/deprecated/guard.rb,170d63c6ca57,file system listener,6.3,50,4,19,0.25,0,11.1,27,4,26,0.963,isolado,guard#0,22,diversidade,67,False,0,0
hashie,lib/hashie/utils.rb,ce2226269688,core extensions,7.7,8,100,67,0.0,0,0.0,3,2,3,1.0,isolado,hashie#7,3,diversidade,77,False,0,0
httpclient,lib/httpclient.rb,5bc7b0d383c4,http clients and tools,8.9,44,3,59,0.1,2,8.5,71,10,54,0.761,isolado,httpclient#0,10,diversidade,28,False,0,0
i18n,lib/i18n/locale/tag/rfc4646.rb,8beba7876163,internationalization,3.6,6,57,71,0.2,1,14.3,7,5,7,1.0,isolado,i18n#13,1,diversidade,35,False,0,0
jaro_winkler,lib/jaro_winkler/jaro_winkler_pure.rb,9d7b6c110fa8,scientific,17.1,84,100,71,0.0,2,0.0,7,3,7,1.0,isolado,jaro_winkler#0,1,diversidade,46,False,0,0
kaminari,kaminari-core/lib/kaminari/helpers/paginator.rb,508caf4653b2,pagination,4.3,16,0,78,0.25,1,14.8,27,4,26,0.963,isolado,kaminari#0,5,diversidade,88,False,0,0
kramdown,lib/kramdown/parser/kramdown/html.rb,12b3d2e75279,markdown processors,42,59,0,100,0.67,1,0.0,3,3,3,1.0,com a biblioteca carregada,kramdown#0,14,diversidade,58,False,0,0
liquid,lib/liquid/tags/capture.rb,7a5e45fc4784,template engine,4.8,7,0,50,0.5,2,0.0,6,2,6,1.0,isolado,liquid#0,29,diversidade,53,False,0,0
logging,lib/logging/logger.rb,aec306300d18,logging,9.2,43,23,81,0.0,0,7.7,26,2,25,0.962,isolado,logging#0,19,diversidade,79,False,0,0
mail,lib/mail/encodings/base64.rb,d645d7b5b7d0,email,3,3,100,0,0.0,5,0.0,5,3,4,0.8,isolado,mail#0,27,diversidade,7,True,1,1
mail,lib/mail/utilities.rb,d645d7b5b7d0,email,6.8,59,49,75,0.25,0,1.8,55,4,49,0.891,isolado,mail#0,27,diversidade,55,True,1,1
money,lib/money/money.rb,26e2829c34f1,money,5.9,20,29,51,1.5,1,0.0,41,2,37,0.902,isolado,money#3,1,diversidade,99,False,0,0
mongo,lib/mongo/auth/aws/conversation.rb,049b718a2d47,database drivers,12.4,32,0,60,0.0,2,0.0,5,4,5,1.0,isolado,mongo#5,8,grupo,,True,2,2
mongo,lib/mongo/auth/conversation_base.rb,049b718a2d47,database drivers,8.8,16,0,50,0.0,0,0.0,4,3,4,1.0,isolado,mongo#5,8,grupo,,True,5,5
mongo,lib/mongo/auth/gssapi/conversation.rb,049b718a2d47,database drivers,6.4,11,0,80,0.0,2,0.0,5,4,5,1.0,isolado,mongo#5,8,grupo,,True,1,1
mongo,lib/mongo/auth/sasl_conversation_base.rb,049b718a2d47,database drivers,8.8,17,0,80,0.0,1,40.0,5,3,5,1.0,isolado,mongo#5,8,grupo,,True,3,3
mongo,lib/mongo/auth/scram/conversation.rb,049b718a2d47,database drivers,5.3,8,0,67,0.0,3,0.0,3,4,3,1.0,isolado,mongo#5,8,grupo,,True,1,1
mongo,lib/mongo/auth/scram256/conversation.rb,049b718a2d47,database drivers,5.7,9,0,67,0.0,3,0.0,3,4,3,1.0,isolado,mongo#5,8,grupo,,True,1,1
mongo,lib/mongo/auth/scram_conversation_base.rb,049b718a2d47,database drivers,4.6,23,0,46,0.0,2,0.0,26,3,25,0.962,isolado,mongo#5,8,grupo,,True,4,4
mongo,lib/mongo/auth/x509/conversation.rb,049b718a2d47,database drivers,4.3,5,0,33,0.0,1,0.0,3,4,3,1.0,isolado,mongo#5,8,grupo,,True,1,1
mongo,lib/mongo/collection.rb,049b718a2d47,database drivers,7,50,0,49,2.0,0,0.0,37,2,35,0.946,isolado,mongo#12,47,diversidade,40,False,0,0
mongo,lib/mongo/config/options.rb,049b718a2d47,database drivers,6.8,18,0,50,0.0,0,125.0,4,3,3,0.75,isolado,mongo#38,1,diversidade,104,False,0,0
mongo,lib/mongo/crypt/kms.rb,049b718a2d47,database drivers,19,31,33,100,0.0,1,0.0,3,5,3,1.0,isolado,mongo#40,4,diversidade,62,False,0,0
paper_trail,lib/paper_trail.rb,0c511ed46c08,orm/odm extensions,3.6,7,100,10,1.0,0,0.0,10,1,9,0.9,isolado,paper_trail#0,15,diversidade,97,False,0,0
paper_trail,lib/paper_trail/record_history.rb,0c511ed46c08,orm/odm extensions,4.4,9,0,80,0.0,0,0.0,5,2,5,1.0,isolado,paper_trail#6,1,diversidade,102,False,0,0
parallel,lib/parallel.rb,cd5ba09894cd,concurrency and parallelism,11.2,59,71,70,0.0,2,10.7,56,9,55,0.982,isolado,parallel#0,1,diversidade,16,False,0,0
parallel_tests,lib/parallel_tests.rb,e4870a1632aa,testing,6,15,100,64,0.0,0,0.0,14,1,14,1.0,isolado,parallel_tests#0,5,grupo,,True,4,4
parallel_tests,lib/parallel_tests/cli.rb,e4870a1632aa,testing,17.9,196,0,80,0.0,0,4.0,25,2,25,1.0,isolado,parallel_tests#0,5,grupo,,True,1,1
parallel_tests,lib/parallel_tests/gherkin/runner.rb,e4870a1632aa,testing,6.8,16,100,54,0.0,1,7.7,13,3,11,0.846,isolado,parallel_tests#0,5,grupo,,True,1,1
parallel_tests,lib/parallel_tests/rspec/runner.rb,e4870a1632aa,testing,4.6,14,100,25,0.0,1,0.0,12,3,9,0.75,isolado,parallel_tests#0,5,grupo,,True,1,1
parallel_tests,lib/parallel_tests/tasks.rb,e4870a1632aa,testing,8.1,22,100,40,0.0,0,0.0,15,2,14,0.933,isolado,parallel_tests#0,5,grupo,,True,1,1
prawn,lib/prawn/document.rb,f82783b1d020,pdf,9.6,54,9,65,5.5,0,8.8,34,2,30,0.882,isolado,prawn#0,8,diversidade,73,False,0,0
prawn,lib/prawn/text/formatted/parser.rb,f82783b1d020,pdf,34.7,114,100,100,0.0,0,0.0,6,4,5,0.833,isolado,prawn#0,8,diversidade,13,False,0,0
pry,lib/pry/command.rb,5a267df08ad6,irb,6.4,34,44,52,2.5,0,12.5,48,2,46,0.958,isolado,pry#0,69,diversidade,23,False,0,0
pry,lib/pry/commands/list_inspectors.rb,5a267df08ad6,irb,4.5,9,0,50,0.0,2,0.0,4,3,4,1.0,isolado,pry#3,1,diversidade,98,False,0,0
pry,lib/pry/input_completer.rb,5a267df08ad6,irb,46,171,0,100,0.0,0,40.0,5,2,5,1.0,isolado,pry#10,1,diversidade,22,False,0,0
puma,lib/puma/cluster/worker.rb,8085b75e79e3,web servers,53.3,125,0,100,0.0,1,0.0,3,3,3,1.0,com a biblioteca carregada,puma#0,21,diversidade,18,False,0,0
rack-attack,lib/rack/attack.rb,65f1ead3bc64,security,8.5,28,67,67,0.17,2,0.0,6,6,6,1.0,isolado,rack-attack#0,3,diversidade,74,False,0,0
ransack,lib/ransack/adapters/active_record/context.rb,383c5dd9aa8f,search,14.1,39,0,95,0.0,1,59.1,22,4,22,1.0,isolado,ransack#2,1,diversidade,91,False,0,0
ransack,lib/ransack/nodes/node.rb,383c5dd9aa8f,search,3.8,6,50,75,0.0,0,0.0,4,3,4,1.0,isolado,ransack#5,6,diversidade,94,False,0,0
