gem,ficheiro,commit,categoria,loc_medio,loc_max,pct_singleton,pct_duck,mixins_por_classe,profundidade_heranca,metaprog_por_100,metodos,classes,formas,razao_formas,erro
fastlane,fastlane/lib/assets/custom_action_template.rb,38d0ec404332,mobile development,8.4,25,100,38,0.0,1,0.0,8,4,6,0.75,"SyntaxError: /private/var/folders/xt/zsl5k3z97rn823l5tt5fhfr40000gn/T/marta_p6_3ync3utc/fastlane/fastlane/lib/assets/custom_action_template.rb:4: syntax errors found
  2 |   module Actions
  3 |     module SharedValues
> 4 |       [[NAME_UP]]_CUSTOM_VALUE = :[[NAME_UP]]_CUSTOM_VALUE
    |                  ^~~~~~"
fastlane,frameit/lib/frameit/device.rb,38d0ec404332,mobile development,10.7,27,33,100,0.0,0,33.3,6,2,6,1.0,NameError: uninitialized constant Frameit::Devices::Device
fastlane,snapshot/lib/snapshot/collector.rb,38d0ec404332,mobile development,17.4,42,100,71,0.0,0,0.0,7,2,7,1.0,FastlaneCore::Interface::FastlaneError: Could not determine installed iOS SDK version. Try running the _xcodebuild_ command manually to ensure it works.
fastlane,snapshot/lib/snapshot/commands_generator.rb,38d0ec404332,mobile development,32.3,89,33,67,0.5,0,0.0,3,2,3,1.0,FastlaneCore::Interface::FastlaneError: Could not determine installed iOS SDK version. Try running the _xcodebuild_ command manually to ensure it works.
fastlane,snapshot/lib/snapshot/module.rb,38d0ec404332,mobile development,3.8,5,100,25,0.0,0,0.0,4,1,4,1.0,FastlaneCore::Interface::FastlaneError: Could not determine installed iOS SDK version. Try running the _xcodebuild_ command manually to ensure it works.
fastlane,snapshot/lib/snapshot/options.rb,38d0ec404332,mobile development,112.7,331,100,67,0.0,0,0.0,3,2,3,1.0,FastlaneCore::Interface::FastlaneError: Could not determine installed iOS SDK version. Try running the _xcodebuild_ command manually to ensure it works.
fastlane,snapshot/lib/snapshot/reports_generator.rb,38d0ec404332,mobile development,37.8,110,0,20,0.0,0,0.0,5,2,5,1.0,FastlaneCore::Interface::FastlaneError: Could not determine installed iOS SDK version. Try running the _xcodebuild_ command manually to ensure it works.
fastlane,snapshot/lib/snapshot/reset_simulators.rb,38d0ec404332,mobile development,15.6,62,100,86,0.0,0,0.0,7,2,7,1.0,FastlaneCore::Interface::FastlaneError: Could not determine installed iOS SDK version. Try running the _xcodebuild_ command manually to ensure it works.
fastlane,snapshot/lib/snapshot/runner.rb,38d0ec404332,mobile development,19.8,46,17,67,0.0,0,0.0,6,2,6,1.0,FastlaneCore::Interface::FastlaneError: Could not determine installed iOS SDK version. Try running the _xcodebuild_ command manually to ensure it works.
fastlane,snapshot/lib/snapshot/simulator_launchers/simulator_launcher.rb,38d0ec404332,mobile development,16,38,17,75,0.0,1,0.0,12,3,12,1.0,FastlaneCore::Interface::FastlaneError: Could not determine installed iOS SDK version. Try running the _xcodebuild_ command manually to ensure it works.
fastlane,snapshot/lib/snapshot/simulator_launchers/simulator_launcher_base.rb,38d0ec404332,mobile development,12.7,39,0,47,0.0,0,0.0,15,2,14,0.933,FastlaneCore::Interface::FastlaneError: Could not determine installed iOS SDK version. Try running the _xcodebuild_ command manually to ensure it works.
fastlane,snapshot/lib/snapshot/simulator_launchers/simulator_launcher_xcode_8.rb,38d0ec404332,mobile development,19.4,29,0,80,0.0,1,0.0,5,2,5,1.0,FastlaneCore::Interface::FastlaneError: Could not determine installed iOS SDK version. Try running the _xcodebuild_ command manually to ensure it works.
fastlane,snapshot/lib/snapshot/test_command_generator.rb,38d0ec404332,mobile development,17.1,32,100,100,0.0,1,0.0,8,2,8,1.0,FastlaneCore::Interface::FastlaneError: Could not determine installed iOS SDK version. Try running the _xcodebuild_ command manually to ensure it works.
fastlane,snapshot/lib/snapshot/test_command_generator_base.rb,38d0ec404332,mobile development,7.8,26,100,43,0.0,0,0.0,14,2,12,0.857,FastlaneCore::Interface::FastlaneError: Could not determine installed iOS SDK version. Try running the _xcodebuild_ command manually to ensure it works.
fastlane,snapshot/lib/snapshot/test_command_generator_xcode_8.rb,38d0ec404332,mobile development,13.2,18,100,100,0.0,1,0.0,4,2,4,1.0,FastlaneCore::Interface::FastlaneError: Could not determine installed iOS SDK version. Try running the _xcodebuild_ command manually to ensure it works.
fastlane,spec_helper.rb,38d0ec404332,mobile development,7.8,16,83,33,0.0,0,16.7,6,4,6,1.0,SystemExit: exit
geocoder,examples/reverse_geocode_job.rb,d3515db46c57,geolocation,6.3,9,0,100,0.0,1,0.0,3,1,3,1.0,NameError: uninitialized constant ActiveJob
haml,benchmark/slim/run-benchmarks.rb,7f51ae709d96,template engine,8.5,13,0,75,0.0,0,25.0,4,1,4,1.0,LoadError: cannot load such file -- slim
haml,lib/haml/rails_template.rb,7f51ae709d96,template engine,9.8,24,50,50,0.0,0,0.0,4,2,4,1.0,NameError: uninitialized constant Haml::ActionView
httparty,examples/tripit_sign_in.rb,9c89e55ce357,http clients and tools,6.8,16,0,100,1.0,0,0.0,4,1,4,1.0,NoMethodError: undefined method 'get_fields' for nil
httparty,examples/twitter.rb,9c89e55ce357,http clients and tools,3.7,4,0,33,1.0,0,0.0,3,1,3,1.0,NameError: uninitialized constant YAML
httpclient,lib/httpclient/jruby_ssl_socket.rb,5bc7b0d383c4,http clients and tools,7.5,36,8,65,0.14,1,0.0,60,14,48,0.8,LoadError: cannot load such file -- java
httpclient,sample/generate_test_keys.rb,5bc7b0d383c4,http clients and tools,20.7,24,0,100,0.0,0,0.0,3,0,3,1.0,Errno::ENOENT: No such file or directory @ rb_sysopen - test/ca.cert
i18n,lib/i18n/backend/key_value.rb,8beba7876163,internationalization,5.9,18,11,56,0.5,0,0.0,18,6,17,0.944,LoadError: cannot load such file -- active_support/json
image_processing,lib/image_processing/mini_magick.rb,1611c00ed4eb,image processing,8.6,21,19,81,0.25,1,14.3,21,4,19,0.905,"LoadError: ImageProcessing::MiniMagick requires the mini_magick gem. Please add `gem ""mini_magick"", ""~> 5.0""` to your Gemfile."
image_processing,lib/image_processing/vips.rb,1611c00ed4eb,image processing,7.4,25,19,67,0.25,1,14.3,21,4,20,0.952,"LoadError: ImageProcessing::Vips requires the ruby-vips gem. Please add `gem ""ruby-vips"", ""~> 2.0""` to your Gemfile."
jbuilder,lib/generators/rails/jbuilder_generator.rb,31eb6e909968,api builder and discovery,4.6,7,0,38,0.33,1,0.0,8,3,8,1.0,LoadError: cannot load such file -- rails/generators/named_base
jbuilder,lib/jbuilder/jbuilder_template.rb,31eb6e909968,api builder and discovery,8.5,33,5,84,0.0,2,0.0,19,2,19,1.0,LoadError: cannot load such file -- action_dispatch/http/mime_type
kaminari,kaminari-activerecord/lib/kaminari/activerecord/active_record_relation_methods.rb,508caf4653b2,pagination,9.2,28,0,67,0.17,0,0.0,9,6,9,1.0,NameError: uninitialized constant ActiveRecord
kaminari,kaminari-core/lib/generators/kaminari/views_generator.rb,508caf4653b2,pagination,5.9,13,12,81,0.0,1,0.0,16,5,16,1.0,NameError: uninitialized constant Kaminari::Generators::Rails
knapsack,test_examples/fast/shared_examples_test.rb,f394c8470281,testing,3.5,4,0,0,1.0,1,0.0,4,1,4,1.0,LoadError: cannot load such file -- test_helper
liquid,example/server/example_servlet.rb,7a5e45fc4784,template engine,3.8,7,0,33,0.0,2,0.0,9,2,9,1.0,NameError: uninitialized constant LiquidServlet
liquid,example/server/liquid_servlet.rb,7a5e45fc4784,template engine,5.2,12,0,25,0.0,1,25.0,4,1,3,0.75,NameError: uninitialized constant WEBrick
liquid,performance/memory_profile.rb,7a5e45fc4784,template engine,7.6,16,20,60,0.0,0,0.0,5,1,5,1.0,LoadError: cannot load such file -- benchmark/ips
listen,lib/listen/cli.rb,2fa1a742d8c2,file system listener,9,19,0,67,0.0,1,0.0,3,3,3,1.0,LoadError: cannot load such file -- thor
lograge,lib/lograge/rails_ext/action_cable/channel/base.rb,e5caed777529,logging,3.7,5,0,0,0.0,0,0.0,3,3,3,1.0,NameError: uninitialized constant ActionCable
minitest,design_rationale.rb,f6180b07ea6e,testing,3.5,4,0,0,0.0,4,0.0,4,2,3,0.75,NameError: uninitialized constant Thingy
mongo,lib/mongo/crypt/binary.rb,049b718a2d47,database drivers,10.9,29,43,57,0.0,0,0.0,7,3,6,0.857,LoadError: cannot load such file -- ffi
mongo,lib/mongo/crypt/binding.rb,049b718a2d47,database drivers,7.4,20,98,93,0.2,0,0.0,55,5,55,1.0,LoadError: Cannot load Mongo::Crypt::Binding because there is no path to libmongocrypt specified in the LIBMONGOCRYPT_PATH environment variable and libmongocrypt-helper is not installed: LoadError: cannot load such file -- libmongocrypt_helper
mongo,lib/mongo/crypt/handle.rb,049b718a2d47,database drivers,16.7,96,0,50,0.0,0,6.2,16,3,16,1.0,LoadError: cannot load such file -- ffi
mongo,lib/mongo/crypt/status.rb,049b718a2d47,database drivers,6,13,11,22,0.0,0,0.0,9,3,9,1.0,LoadError: cannot load such file -- ffi
mysql2,lib/mysql2/em.rb,c79b3c14fd47,database drivers,6.2,11,0,50,0.0,1,0.0,6,4,5,0.833,LoadError: cannot load such file -- mysql2/mysql2
paper_trail,lib/generators/paper_trail/install/install_generator.rb,0c511ed46c08,orm/odm extensions,6.7,13,0,50,0.0,2,0.0,6,2,5,0.833,LoadError: cannot load such file -- rails/generators
paper_trail,lib/generators/paper_trail/migration_generator.rb,0c511ed46c08,orm/odm extensions,8.2,19,20,40,0.5,1,0.0,5,2,5,1.0,LoadError: cannot load such file -- rails/generators
paper_trail,lib/generators/paper_trail/update_item_subtype/update_item_subtype_generator.rb,0c511ed46c08,orm/odm extensions,3,3,0,67,0.0,2,0.0,3,2,3,1.0,LoadError: cannot load such file -- rails/generators
parallel_tests,lib/parallel_tests/rspec/logger_base.rb,e4870a1632aa,testing,10,15,0,100,0.0,1,0.0,3,3,3,1.0,LoadError: cannot load such file -- rspec/core/formatters/base_text_formatter
parallel_tests,lib/parallel_tests/rspec/runtime_logger.rb,e4870a1632aa,testing,3.8,12,0,33,0.0,2,0.0,9,1,5,0.556,LoadError: cannot load such file -- rspec/core/formatters/base_text_formatter
parallel_tests,lib/parallel_tests/rspec/verbose_logger.rb,e4870a1632aa,testing,4.5,10,0,88,0.0,1,0.0,8,1,6,0.75,LoadError: cannot load such file -- rspec/core/formatters/base_text_formatter
pg,ext/extconf.rb,d4539c25dcc8,database drivers,5.5,13,0,15,0.0,1,0.0,13,1,11,0.846,SystemExit: Can't find the 'libpq-fe.h header
prawn,bench/table_bench.rb,f82783b1d020,pdf,6,12,33,33,0.0,0,0.0,3,1,3,1.0,NoMethodError: undefined method 'table' for an instance of Prawn::Document
prawn,manual/basic_concepts/view.rb,f82783b1d020,pdf,3.7,5,0,0,1.0,0,0.0,3,1,3,1.0,LoadError: cannot load such file -- prawn/manual_builder
prawn,manual/text/formatted_callbacks.rb,f82783b1d020,pdf,4.2,6,0,100,0.0,0,0.0,4,2,3,0.75,LoadError: cannot load such file -- prawn/manual_builder
pry-rails,lib/pry-rails/commands/find_route.rb,d8d0c6d87a5b,debugging tools,5.3,18,0,80,0.0,1,0.0,10,1,10,1.0,NameError: uninitialized constant PryRails::Commands
pry-rails,lib/pry-rails/commands/show_middleware.rb,d8d0c6d87a5b,debugging tools,17.3,39,0,100,0.0,1,66.7,3,1,3,1.0,NameError: uninitialized constant PryRails::Commands
pry-rails,lib/pry-rails/commands/show_models.rb,d8d0c6d87a5b,debugging tools,9.7,25,0,86,0.0,1,0.0,7,1,7,1.0,NameError: uninitialized constant PryRails::Commands
pry-rails,lib/pry-rails/commands/show_routes.rb,d8d0c6d87a5b,debugging tools,10.1,20,0,57,0.0,1,0.0,7,1,6,0.857,NameError: uninitialized constant PryRails::Commands
puma,benchmarks/local/long_tail_hey.rb,8085b75e79e3,web servers,44,79,0,100,0.0,2,0.0,4,2,4,1.0,TypeError: no implicit conversion of nil into String
puma,benchmarks/local/response_time_wrk.rb,8085b75e79e3,web servers,37,67,0,100,0.0,2,0.0,5,2,5,1.0,TypeError: no implicit conversion of nil into String
puma,benchmarks/local/sleep_fibonacci_test.rb,8085b75e79e3,web servers,18,27,100,67,0.0,0,33.3,3,1,3,1.0,timeout: pendurou-se a carregar (20s)
pundit,lib/pundit/rspec.rb,2d665d67a26f,authorization,5.9,11,29,71,0.4,0,14.3,7,5,7,1.0,NameError: uninitialized constant RSpec
ransack,lib/polyamorous/activerecord/join_association.rb,383c5dd9aa8f,search,20.3,47,33,67,0.5,0,33.3,3,2,3,1.0,NameError: uninitialized constant Polyamorous::JoinAssociationExtensions::SwappingReflectionClass
ransack,lib/polyamorous/join.rb,383c5dd9aa8f,search,6.1,16,0,12,0.5,0,12.5,8,2,8,1.0,NameError: uninitialized constant Polyamorous::Join::TreeNode
ransack,lib/ransack/helpers/form_builder.rb,383c5dd9aa8f,search,6.8,25,0,62,0.0,1,12.5,32,5,27,0.844,LoadError: cannot load such file -- action_view
rdoc,lib/rdoc/ri/servlet.rb,4e303b392092,documentation,18.4,45,6,94,0.0,1,0.0,17,1,17,1.0,SystemExit: webrick is not found. You may need to `gem install webrick` to install webrick.
responders,lib/generators/responders/install_generator.rb,b20fdd24befe,decorators,8.5,16,0,0,0.0,1,0.0,4,3,4,1.0,NameError: uninitialized constant Rails::Generators
rest-client,lib/restclient/windows/root_certs.rb,cf3e5a115bcd,http clients and tools,8,23,50,50,1.0,1,0.0,4,2,4,1.0,LoadError: cannot load such file -- ffi
rqrcode,benchmark/benchmark_helper.rb,f0d65004f2b5,qr,14.2,42,100,38,0.0,0,0.0,13,1,13,1.0,LoadError: cannot load such file -- benchmark/ips
rspec,rspec-core/benchmarks/capture_block_vs_yield.rb,79a280d76e10,testing,3,3,0,50,0.0,0,0.0,8,0,8,1.0,LoadError: cannot load such file -- benchmark/ips
rspec,rspec-core/benchmarks/module_inclusion_filtering.rb,79a280d76e10,testing,5.2,6,25,50,0.0,0,50.0,4,1,4,1.0,LoadError: cannot load such file -- /private/var/folders/xt/zsl5k3z97rn823l5tt5fhfr40000gn/T/marta_p6_h_gvuyjw/rspec/rspec-core/bundle/bundler/setup
rspec,rspec-core/benchmarks/shuffle_vs_sort_by_for_random_ordering.rb,79a280d76e10,testing,6,18,20,100,0.0,0,0.0,5,1,4,0.8,LoadError: cannot load such file -- benchmark/ips
rspec,rspec-core/benchmarks/singleton_example_groups/helper.rb,79a280d76e10,testing,12.6,41,71,29,0.0,0,42.9,7,1,6,0.857,LoadError: cannot load such file -- /private/var/folders/xt/zsl5k3z97rn823l5tt5fhfr40000gn/T/marta_p6_h_gvuyjw/rspec/rspec-core/bundle/bundler/setup
rspec,rspec-core/benchmarks/threadsafe_let_block.rb,79a280d76e10,testing,10,21,62,88,0.83,1,112.5,8,6,8,1.0,LoadError: cannot load such file -- benchmark/ips
rspec,rspec-core/lib/rspec/core/mocking_adapters/flexmock.rb,79a280d76e10,testing,3,3,25,0,0.25,0,0.0,4,4,3,0.75,LoadError: cannot load such file -- flexmock/rspec
rspec,rspec-core/lib/rspec/core/mocking_adapters/mocha.rb,79a280d76e10,testing,3,3,25,0,0.5,0,0.0,4,4,4,1.0,LoadError: cannot load such file -- mocha/standalone
rspec,rspec-core/lib/rspec/core/mocking_adapters/rr.rb,79a280d76e10,testing,3,3,25,0,0.25,0,0.0,4,4,3,0.75,LoadError: cannot load such file -- rr
rspec,rspec-expectations/benchmarks/include_matcher.rb,79a280d76e10,testing,4.8,15,0,56,0.0,1,12.5,16,4,14,0.875,LoadError: cannot load such file -- benchmark/ips
rspec,rspec-expectations/lib/rspec/expectations/minitest_integration.rb,79a280d76e10,testing,4.6,7,0,20,0.0,0,0.0,5,2,3,0.6,NameError: uninitialized constant Minitest
rspec,rspec-mocks/lib/rspec/mocks/minitest_integration.rb,79a280d76e10,testing,5.8,13,0,20,0.2,0,0.0,5,5,3,0.6,NameError: uninitialized constant Minitest
rspec,rspec-support/benchmarks/caller_vs_caller_locations_vs_raise.rb,79a280d76e10,testing,4,5,0,67,0.0,0,0.0,3,0,3,1.0,LoadError: cannot load such file -- benchmark/ips
rubocop,lib/rubocop/cops_documentation_generator.rb,65854e6bbfe4,code formatting,10.9,26,0,100,1.0,0,3.4,29,1,29,1.0,LoadError: cannot load such file -- yard
rubocop,lib/rubocop/mcp/server.rb,65854e6bbfe4,code formatting,13.1,37,0,55,0.0,0,0.0,11,3,11,1.0,"saida abrupta: Error: Unable to load `mcp` gem. Add `gem 'mcp', '~> 0.6'` to your Gemfile, or run `gem install mcp`."
rubocop,lib/rubocop/rspec/cop_helper.rb,65854e6bbfe4,code formatting,7.4,14,0,78,0.25,1,11.1,9,4,9,1.0,NameError: uninitialized constant CopHelper::RSpec
rubocop,lib/rubocop/rspec/parallel_formatter.rb,65854e6bbfe4,code formatting,5.8,12,0,56,0.0,1,0.0,9,3,9,1.0,NameError: uninitialized constant RSpec
rubocop,lib/rubocop/rspec/shared_contexts.rb,65854e6bbfe4,code formatting,5.3,7,0,67,0.0,0,0.0,3,0,3,1.0,NameError: uninitialized constant RSpec
rubocop,lib/ruby_lsp/rubocop/addon.rb,65854e6bbfe4,code formatting,8,24,0,50,0.0,1,0.0,8,3,6,0.75,NameError: uninitialized constant RubyLsp::Addon
selenium-webdriver,lib/selenium/webdriver/remote/http/curb.rb,9175ed94d83e,testing,13.8,32,0,50,0.0,1,0.0,4,5,4,1.0,LoadError: cannot load such file -- curb
sentry-ruby,sentry-delayed_job/lib/sentry/delayed_job/plugin.rb,a940dfdb5a64,error handling,10.4,27,100,88,0.0,1,0.0,8,3,8,1.0,LoadError: cannot load such file -- delayed_job
sentry-ruby,sentry-opentelemetry/lib/sentry/opentelemetry/propagator.rb,a940dfdb5a64,error handling,20,40,0,67,0.0,0,0.0,3,3,3,1.0,NameError: uninitialized constant OpenTelemetry
sentry-ruby,sentry-opentelemetry/lib/sentry/opentelemetry/span_processor.rb,a940dfdb5a64,error handling,14.1,43,0,83,0.33,1,0.0,12,3,12,1.0,NameError: uninitialized constant OpenTelemetry
sentry-ruby,sentry-rails/lib/sentry/rails/active_job.rb,a940dfdb5a64,error handling,10.1,51,83,78,0.25,0,4.3,23,4,22,0.957,NameError: uninitialized constant Rails
sentry-ruby,sentry-rails/lib/sentry/rails/capture_exceptions.rb,a940dfdb5a64,error handling,7.1,15,0,71,0.33,1,0.0,7,3,7,1.0,NameError: uninitialized constant Rails
sentry-ruby,sentry-rails/lib/sentry/rails/configuration.rb,a940dfdb5a64,error handling,9,20,0,0,0.0,0,0.0,3,5,3,1.0,NameError: uninitialized constant Rails
sentry-ruby,sentry-rails/lib/sentry/rails/log_subscriber.rb,a940dfdb5a64,error handling,6.7,11,33,100,0.33,1,66.7,3,3,3,1.0,LoadError: cannot load such file -- active_support/log_subscriber
sentry-ruby,sentry-rails/lib/sentry/rails/log_subscribers/action_controller_subscriber.rb,a940dfdb5a64,error handling,27.3,43,0,100,0.25,2,0.0,3,4,3,1.0,LoadError: cannot load such file -- active_support/log_subscriber
sentry-ruby,sentry-rails/lib/sentry/rails/log_subscribers/active_job_subscriber.rb,a940dfdb5a64,error handling,24.6,35,0,100,0.25,2,0.0,5,4,5,1.0,LoadError: cannot load such file -- active_support/log_subscriber
sentry-ruby,sentry-rails/lib/sentry/rails/log_subscribers/active_record_subscriber.rb,a940dfdb5a64,error handling,14.6,46,0,100,0.25,2,0.0,8,4,8,1.0,LoadError: cannot load such file -- active_support/log_subscriber
sentry-ruby,sentry-rails/lib/sentry/rails/railtie.rb,a940dfdb5a64,error handling,5.7,11,0,27,3.0,1,18.2,11,2,11,1.0,NameError: uninitialized constant Rails
sentry-ruby,sentry-rails/lib/sentry/rails/tracing/abstract_subscriber.rb,a940dfdb5a64,error handling,7.4,10,100,60,0.0,0,0.0,5,4,5,1.0,NameError: uninitialized constant Rails
sentry-ruby,sentry-resque/lib/sentry/resque.rb,a940dfdb5a64,error handling,16.2,30,80,80,0.0,0,20.0,5,3,5,1.0,LoadError: cannot load such file -- resque
sentry-ruby,sentry-ruby/lib/sentry/excon/middleware.rb,a940dfdb5a64,error handling,8.8,15,0,83,0.25,1,0.0,6,4,6,1.0,NameError: uninitialized constant Excon
sentry-ruby,sentry-ruby/lib/sentry/rspec.rb,a940dfdb5a64,error handling,5.9,14,0,88,0.0,0,0.0,8,0,7,0.875,NameError: uninitialized constant RSpec
sentry-ruby,sentry-sidekiq/lib/sentry/sidekiq/error_handler.rb,a940dfdb5a64,error handling,24.3,46,0,100,0.0,0,0.0,3,3,3,1.0,NameError: uninitialized constant Sidekiq
sentry-ruby,sentry-sidekiq/lib/sentry/sidekiq/sentry_context_middleware.rb,a940dfdb5a64,error handling,10.6,42,0,89,0.4,0,0.0,9,5,9,1.0,NameError: uninitialized constant Sidekiq
sentry-ruby,sentry-yabeda/lib/sentry/yabeda/adapter.rb,a940dfdb5a64,error handling,4.6,10,0,25,0.0,1,0.0,12,3,8,0.667,LoadError: cannot load such file -- yabeda/base_adapter
shoulda-matchers,custom_plan.rb,cf3b3685f2c0,testing,7.7,22,8,50,0.0,1,8.3,12,2,11,0.917,LoadError: cannot load such file -- zeus
shoulda-matchers,tasks/documentation.rb,cf3b3685f2c0,testing,12.2,88,27,40,0.25,0,0.0,15,4,12,0.8,NameError: uninitialized constant Shoulda::Matchers::DocumentationTasks::Rake
simplecov,test_projects/faked_project/minitest/other_test.rb,76a8e4e0f661,code analysis and metrics,3,3,0,67,0.0,1,0.0,3,1,3,1.0,LoadError: cannot load such file -- faked_project/some_class
spring,lib/spring/client/binstub.rb,b7f3fd04b2ed,testing,10.3,35,25,75,0.0,1,0.0,12,4,12,1.0,NameError: uninitialized constant Spring::Client::Command
spring,lib/spring/client/help.rb,b7f3fd04b2ed,testing,4.7,10,22,67,0.0,1,0.0,9,3,9,1.0,NameError: uninitialized constant Spring::Client::Command
spring,lib/spring/client/run.rb,b7f3fd04b2ed,testing,9.5,45,0,63,0.0,1,0.0,27,3,27,1.0,NameError: uninitialized constant Spring::Client::Command
spring,lib/spring/client/server.rb,b7f3fd04b2ed,testing,3.3,4,33,33,0.0,1,0.0,3,3,3,1.0,NameError: uninitialized constant Spring::Client::Command
spring,lib/spring/client/status.rb,b7f3fd04b2ed,testing,5.2,10,25,50,0.0,1,0.0,4,3,4,1.0,NameError: uninitialized constant Spring::Client::Command
sprockets,lib/sprockets/sass_cache_store.rb,73c5a5316bd1,assets,3,3,0,50,0.0,1,0.0,4,3,4,1.0,LoadError: cannot load such file -- sass
stackprof,sample.rb,4367efa4b8bc,profiler and optimization,4.2,5,25,0,0.0,0,0.0,4,1,4,1.0,sem resposta (processo morreu)
thin,benchmark/benchmarker.rb,84a5188612d8,web servers,9.1,21,0,43,0.0,0,14.3,7,1,6,0.857,LoadError: cannot load such file -- rack/lobster
thin,site/thin.rb,84a5188612d8,web servers,42.8,81,0,67,0.0,1,0.0,6,1,6,1.0,LoadError: cannot load such file -- atchoum
tilt,lib/tilt/builder.rb,f0d75c60e3a6,template engine,5,13,0,40,0.0,1,0.0,5,2,5,1.0,LoadError: cannot load such file -- builder
tilt,lib/tilt/erubi.rb,f0d75c60e3a6,template engine,12.3,31,0,33,0.0,1,0.0,3,2,3,1.0,LoadError: cannot load such file -- erubi
tilt,lib/tilt/haml.rb,f0d75c60e3a6,template engine,8,14,0,100,0.0,1,25.0,8,2,8,1.0,LoadError: cannot load such file -- haml
tilt,lib/tilt/herb.rb,f0d75c60e3a6,template engine,13.7,35,0,33,0.0,1,0.0,3,2,3,1.0,LoadError: cannot load such file -- herb
tilt,lib/tilt/liquid.rb,f0d75c60e3a6,template engine,5.7,10,0,67,0.0,1,0.0,3,2,3,1.0,LoadError: cannot load such file -- liquid
tilt,lib/tilt/markaby.rb,f0d75c60e3a6,template engine,12,22,33,33,0.0,1,66.7,3,2,3,1.0,LoadError: cannot load such file -- markaby
tilt,lib/tilt/nokogiri.rb,f0d75c60e3a6,template engine,5.2,11,0,75,0.0,1,0.0,4,2,4,1.0,LoadError: cannot load such file -- nokogiri
tilt,lib/tilt/prawn.rb,f0d75c60e3a6,template engine,4.7,7,0,100,0.0,1,0.0,3,2,3,1.0,LoadError: cannot load such file -- prawn
tilt,lib/tilt/radius.rb,f0d75c60e3a6,template engine,6,13,0,75,0.0,1,25.0,4,3,4,1.0,LoadError: cannot load such file -- radius
tilt,lib/tilt/sass.rb,f0d75c60e3a6,template engine,5.2,9,0,60,0.0,3,0.0,5,3,5,1.0,LoadError: cannot load such file -- sass-embedded
tilt,lib/tilt/yajl.rb,f0d75c60e3a6,template engine,5,12,0,60,0.0,1,0.0,5,2,5,1.0,LoadError: cannot load such file -- yajl
twilio-ruby,lib/rack/twilio_webhook_authentication.rb,c58e213a6f04,third-party apis,12,18,0,67,0.0,0,33.3,3,2,3,1.0,LoadError: cannot load such file -- rack/media_type
typhoeus,lib/typhoeus/adapters/faraday.rb,d7aba1bbfa8d,http clients and tools,8.7,33,8,83,0.0,1,0.0,12,3,12,1.0,LoadError: cannot load such file -- faraday
vcr,lib/vcr/library_hooks/faraday.rb,5dcacdf69bd6,testing,6,10,0,50,0.0,0,0.0,4,5,4,1.0,LoadError: cannot load such file -- faraday
vcr,lib/vcr/library_hooks/typhoeus.rb,5dcacdf69bd6,testing,6.6,17,30,80,0.0,1,50.0,10,4,10,1.0,LoadError: cannot load such file -- typhoeus
vcr,lib/vcr/library_hooks/webmock.rb,5dcacdf69bd6,testing,5.6,14,6,56,0.5,1,12.5,16,6,16,1.0,LoadError: cannot load such file -- webmock
vcr,lib/vcr/middleware/excon.rb,5dcacdf69bd6,testing,5.7,12,5,50,0.12,1,0.0,22,8,19,0.864,LoadError: cannot load such file -- excon
vcr,lib/vcr/middleware/faraday.rb,5dcacdf69bd6,testing,6.5,12,0,80,0.25,1,13.3,15,4,15,1.0,LoadError: cannot load such file -- faraday
will_paginate,lib/will_paginate/active_record.rb,50017c3eb071,pagination,10.2,36,0,88,0.2,0,0.0,16,5,16,1.0,LoadError: cannot load such file -- active_record
will_paginate,lib/will_paginate/mongoid.rb,50017c3eb071,pagination,4.7,9,0,67,0.25,0,0.0,6,4,6,1.0,LoadError: cannot load such file -- mongoid
will_paginate,lib/will_paginate/railtie.rb,50017c3eb071,pagination,10.7,20,33,67,0.25,1,33.3,3,4,3,1.0,NameError: uninitialized constant WillPaginate::Rails
will_paginate,lib/will_paginate/sequel.rb,50017c3eb071,pagination,3,3,0,33,0.5,0,0.0,6,2,6,1.0,LoadError: cannot load such file -- sequel
will_paginate,lib/will_paginate/view_helpers/action_view.rb,50017c3eb071,pagination,7.6,14,0,82,0.33,1,9.1,11,3,11,1.0,NameError: uninitialized constant ActionView
will_paginate,lib/will_paginate/view_helpers/hanami.rb,50017c3eb071,pagination,4,6,20,80,0.25,1,0.0,5,4,5,1.0,LoadError: cannot load such file -- hanami/view
will_paginate,lib/will_paginate/view_helpers/sinatra.rb,50017c3eb071,pagination,3.8,6,20,80,0.25,1,0.0,5,4,5,1.0,LoadError: cannot load such file -- sinatra/base
yajl-ruby,lib/yajl.rb,6501652d1135,optimizations,5.4,14,80,20,0.0,0,0.0,5,4,5,1.0,LoadError: cannot load such file -- yajl/yajl
yajl-ruby,lib/yajl/deflate/stream_reader.rb,6501652d1135,optimizations,9,12,33,67,0.0,1,0.0,3,3,3,1.0,NameError: uninitialized constant Zlib
yajl-ruby,lib/yajl/http_stream.rb,6501652d1135,optimizations,13.6,112,42,42,0.0,1,0.0,12,4,10,0.833,LoadError: cannot load such file -- yajl/yajl
yajl-ruby,lib/yajl/json_gem/encoding.rb,6501652d1135,optimizations,7.8,11,75,75,0.0,2,0.0,4,4,4,1.0,LoadError: cannot load such file -- yajl/yajl
