gem,ficheiro,commit,categoria,loc_medio,loc_max,pct_singleton,pct_duck,mixins_por_classe,profundidade_heranca,metaprog_por_100,metodos,classes,formas,razao_formas,erro
concurrent-ruby,lib/concurrent-ruby-edge/concurrent/edge/promises.rb,0b88d5ff75f6,concurrency and parallelism,4.9,20,17,42,0.44,3,0.0,12,9,12,1.0,LoadError: cannot load such file -- concurrent/promises
concurrent-ruby,lib/concurrent-ruby-edge/concurrent/edge/throttle.rb,0b88d5ff75f6,concurrency and parallelism,8.8,33,0,67,0.67,2,0.0,15,3,15,1.0,LoadError: cannot load such file -- concurrent/edge/lock_free_queue
concurrent-ruby,lib/concurrent-ruby-edge/concurrent/executor/wrapping_executor.rb,0b88d5ff75f6,concurrency and parallelism,3.8,5,0,75,0.5,2,0.0,4,2,4,1.0,LoadError: cannot load such file -- concurrent/synchronization/object
concurrent-ruby,lib/concurrent-ruby-edge/concurrent/lazy_register.rb,0b88d5ff75f6,concurrency and parallelism,4,5,0,80,0.0,2,0.0,5,2,5,1.0,LoadError: cannot load such file -- concurrent/atomic/atomic_reference
concurrent-ruby,lib/concurrent-ruby/concurrent/agent.rb,0b88d5ff75f6,concurrency and parallelism,6.0,26,10,60,0.25,2,3.3,30,4,28,0.933,LoadError: cannot load such file -- concurrent/configuration
concurrent-ruby,lib/concurrent-ruby/concurrent/async.rb,0b88d5ff75f6,concurrency and parallelism,6.4,17,14,64,0.0,2,28.6,14,5,12,0.857,LoadError: cannot load such file -- concurrent/configuration
concurrent-ruby,lib/concurrent-ruby/concurrent/atom.rb,0b88d5ff75f6,concurrency and parallelism,8.6,14,0,80,0.5,2,0.0,5,2,5,1.0,LoadError: cannot load such file -- concurrent/atomic/atomic_reference
concurrent-ruby,lib/concurrent-ruby/concurrent/atomic/atomic_markable_reference.rb,0b88d5ff75f6,concurrency and parallelism,7.5,25,0,40,0.0,2,0.0,10,2,9,0.9,LoadError: cannot load such file -- concurrent/errors
concurrent-ruby,lib/concurrent-ruby/concurrent/atomic/cyclic_barrier.rb,0b88d5ff75f6,concurrency and parallelism,6.1,22,0,33,0.0,2,0.0,9,2,8,0.889,LoadError: cannot load such file -- concurrent/synchronization/lockable_object
concurrent-ruby,lib/concurrent-ruby/concurrent/atomic/event.rb,0b88d5ff75f6,concurrency and parallelism,5.4,10,0,12,0.0,2,0.0,8,2,7,0.875,LoadError: cannot load such file -- concurrent/synchronization/lockable_object
concurrent-ruby,lib/concurrent-ruby/concurrent/atomic/locals.rb,0b88d5ff75f6,concurrency and parallelism,7.7,17,0,53,0.0,1,0.0,15,4,14,0.933,LoadError: cannot load such file -- concurrent/utility/engine
concurrent-ruby,lib/concurrent-ruby/concurrent/atomic/mutex_atomic_boolean.rb,0b88d5ff75f6,concurrency and parallelism,3.9,7,0,56,0.5,0,0.0,9,2,7,0.778,LoadError: cannot load such file -- concurrent/synchronization/safe_initialization
concurrent-ruby,lib/concurrent-ruby/concurrent/atomic/mutex_atomic_fixnum.rb,0b88d5ff75f6,concurrency and parallelism,4.8,10,0,44,0.5,0,0.0,9,2,9,1.0,LoadError: cannot load such file -- concurrent/synchronization/safe_initialization
concurrent-ruby,lib/concurrent-ruby/concurrent/atomic/mutex_count_down_latch.rb,0b88d5ff75f6,concurrency and parallelism,4.4,7,0,40,0.0,2,0.0,5,2,5,1.0,LoadError: cannot load such file -- concurrent/synchronization/lockable_object
concurrent-ruby,lib/concurrent-ruby/concurrent/atomic/mutex_semaphore.rb,0b88d5ff75f6,concurrency and parallelism,8.2,21,0,40,0.0,2,0.0,10,2,10,1.0,LoadError: cannot load such file -- concurrent/synchronization/lockable_object
concurrent-ruby,lib/concurrent-ruby/concurrent/atomic/read_write_lock.rb,0b88d5ff75f6,concurrency and parallelism,8.4,33,0,81,0.0,2,0.0,16,2,14,0.875,LoadError: cannot load such file -- concurrent/atomic/atomic_fixnum
concurrent-ruby,lib/concurrent-ruby/concurrent/atomic/reentrant_read_write_lock.rb,0b88d5ff75f6,concurrency and parallelism,12.8,50,0,81,0.0,2,0.0,16,2,14,0.875,LoadError: cannot load such file -- concurrent/atomic/atomic_reference
concurrent-ruby,lib/concurrent-ruby/concurrent/atomic/thread_local_var.rb,0b88d5ff75f6,concurrency and parallelism,7.8,15,0,20,0.0,0,0.0,5,2,5,1.0,LoadError: cannot load such file -- concurrent/constants
concurrent-ruby,lib/concurrent-ruby/concurrent/atomic_reference/atomic_direct_update.rb,0b88d5ff75f6,concurrency and parallelism,8,12,0,0,0.0,0,0.0,3,2,3,1.0,LoadError: cannot load such file -- concurrent/errors
concurrent-ruby,lib/concurrent-ruby/concurrent/atomic_reference/mutex_atomic.rb,0b88d5ff75f6,concurrency and parallelism,5.8,10,0,33,1.5,0,0.0,6,2,6,1.0,LoadError: cannot load such file -- concurrent/atomic_reference/atomic_direct_update
concurrent-ruby,lib/concurrent-ruby/concurrent/collection/copy_on_notify_observer_set.rb,0b88d5ff75f6,concurrency and parallelism,6,17,0,64,0.0,2,9.1,11,3,11,1.0,LoadError: cannot load such file -- concurrent/synchronization/lockable_object
concurrent-ruby,lib/concurrent-ruby/concurrent/collection/copy_on_write_observer_set.rb,0b88d5ff75f6,concurrency and parallelism,5.8,19,0,33,0.0,2,8.3,12,3,12,1.0,LoadError: cannot load such file -- concurrent/synchronization/lockable_object
concurrent-ruby,lib/concurrent-ruby/concurrent/collection/lock_free_stack.rb,0b88d5ff75f6,concurrency and parallelism,4.4,10,17,39,0.33,2,0.0,18,3,17,0.944,LoadError: cannot load such file -- concurrent/synchronization/object
concurrent-ruby,lib/concurrent-ruby/concurrent/collection/map/mri_map_backend.rb,0b88d5ff75f6,concurrency and parallelism,3.4,7,0,92,0.0,1,0.0,12,3,6,0.5,LoadError: cannot load such file -- concurrent/collection/map/non_concurrent_map_backend
concurrent-ruby,lib/concurrent-ruby/concurrent/collection/map/non_concurrent_map_backend.rb,0b88d5ff75f6,concurrency and parallelism,4.9,8,0,91,0.0,0,0.0,22,3,22,1.0,LoadError: cannot load such file -- concurrent/constants
concurrent-ruby,lib/concurrent-ruby/concurrent/concern/logging.rb,0b88d5ff75f6,concurrency and parallelism,10.6,26,86,43,0.25,0,14.3,7,4,7,1.0,LoadError: cannot load such file -- concurrent/atomic/atomic_reference
concurrent-ruby,lib/concurrent-ruby/concurrent/concern/obligation.rb,0b88d5ff75f6,concurrency and parallelism,4.4,11,0,50,0.33,0,0.0,22,3,18,0.818,LoadError: cannot load such file -- concurrent/atomic/event
concurrent-ruby,lib/concurrent-ruby/concurrent/concern/observable.rb,0b88d5ff75f6,concurrency and parallelism,3.4,4,0,80,0.0,0,0.0,5,3,5,1.0,LoadError: cannot load such file -- concurrent/collection/copy_on_notify_observer_set
concurrent-ruby,lib/concurrent-ruby/concurrent/configuration.rb,0b88d5ff75f6,concurrency and parallelism,4.4,10,100,25,1.0,0,0.0,8,1,6,0.75,LoadError: cannot load such file -- concurrent/delay
concurrent-ruby,lib/concurrent-ruby/concurrent/dataflow.rb,0b88d5ff75f6,concurrency and parallelism,6.4,24,0,29,0.0,0,14.3,7,2,6,0.857,LoadError: cannot load such file -- concurrent/future
concurrent-ruby,lib/concurrent-ruby/concurrent/delay.rb,0b88d5ff75f6,concurrency and parallelism,13.3,25,0,43,0.5,2,0.0,7,2,7,1.0,LoadError: cannot load such file -- concurrent/concern/obligation
concurrent-ruby,lib/concurrent-ruby/concurrent/exchanger.rb,0b88d5ff75f6,concurrency and parallelism,14.6,119,0,25,0.0,3,0.0,12,6,9,0.75,LoadError: cannot load such file -- concurrent/constants
concurrent-ruby,lib/concurrent-ruby/concurrent/executor/abstract_executor_service.rb,0b88d5ff75f6,concurrency and parallelism,4.5,20,0,7,1.0,2,0.0,15,2,12,0.8,LoadError: cannot load such file -- concurrent/errors
concurrent-ruby,lib/concurrent-ruby/concurrent/executor/executor_service.rb,0b88d5ff75f6,concurrency and parallelism,3.2,4,0,0,0.5,0,0.0,4,2,3,0.75,LoadError: cannot load such file -- concurrent/concern/logging
concurrent-ruby,lib/concurrent-ruby/concurrent/executor/immediate_executor.rb,0b88d5ff75f6,concurrency and parallelism,3.6,6,0,62,0.5,3,0.0,8,2,8,1.0,LoadError: cannot load such file -- concurrent/atomic/event
concurrent-ruby,lib/concurrent-ruby/concurrent/executor/java_executor_service.rb,0b88d5ff75f6,concurrency and parallelism,4.9,8,0,82,0.25,3,0.0,11,4,11,1.0,LoadError: cannot load such file -- concurrent/utility/engine
concurrent-ruby,lib/concurrent-ruby/concurrent/executor/ruby_executor_service.rb,0b88d5ff75f6,concurrency and parallelism,5.3,15,0,64,0.0,3,0.0,11,2,10,0.909,LoadError: cannot load such file -- concurrent/executor/abstract_executor_service
concurrent-ruby,lib/concurrent-ruby/concurrent/executor/ruby_thread_pool_executor.rb,0b88d5ff75f6,concurrency and parallelism,7.3,25,0,66,0.67,4,0.0,35,3,31,0.886,LoadError: cannot load such file -- concurrent/atomic/event
concurrent-ruby,lib/concurrent-ruby/concurrent/executor/serialized_execution.rb,0b88d5ff75f6,concurrency and parallelism,9.6,23,0,57,0.5,2,0.0,7,2,7,1.0,LoadError: cannot load such file -- concurrent/errors
concurrent-ruby,lib/concurrent-ruby/concurrent/executor/simple_executor_service.rb,0b88d5ff75f6,concurrency and parallelism,5.2,14,18,64,0.0,4,0.0,11,2,10,0.909,LoadError: cannot load such file -- concurrent/atomic/atomic_boolean
concurrent-ruby,lib/concurrent-ruby/concurrent/executor/timer_set.rb,0b88d5ff75f6,concurrency and parallelism,8.9,32,0,70,0.0,4,0.0,10,2,10,1.0,LoadError: cannot load such file -- concurrent/scheduled_task
concurrent-ruby,lib/concurrent-ruby/concurrent/future.rb,0b88d5ff75f6,concurrency and parallelism,6.4,11,12,62,0.0,3,0.0,8,2,8,1.0,LoadError: cannot load such file -- concurrent/constants
concurrent-ruby,lib/concurrent-ruby/concurrent/immutable_struct.rb,0b88d5ff75f6,concurrency and parallelism,3.9,9,14,14,0.5,0,0.0,14,2,14,1.0,LoadError: cannot load such file -- concurrent/synchronization/abstract_struct
concurrent-ruby,lib/concurrent-ruby/concurrent/ivar.rb,0b88d5ff75f6,concurrency and parallelism,7.5,20,0,50,1.0,2,8.3,12,2,12,1.0,LoadError: cannot load such file -- concurrent/constants
concurrent-ruby,lib/concurrent-ruby/concurrent/map.rb,0b88d5ff75f6,concurrency and parallelism,5.6,13,0,48,0.0,1,0.0,21,3,18,0.857,LoadError: cannot load such file -- concurrent/constants
concurrent-ruby,lib/concurrent-ruby/concurrent/maybe.rb,0b88d5ff75f6,concurrency and parallelism,5,9,38,50,0.5,2,0.0,8,2,8,1.0,LoadError: cannot load such file -- concurrent/synchronization/object
concurrent-ruby,lib/concurrent-ruby/concurrent/mvar.rb,0b88d5ff75f6,concurrency and parallelism,8.5,17,0,82,0.5,2,0.0,17,2,17,1.0,LoadError: cannot load such file -- concurrent/concern/dereferenceable
concurrent-ruby,lib/concurrent-ruby/concurrent/promise.rb,0b88d5ff75f6,concurrency and parallelism,7.3,28,27,69,0.0,3,11.5,26,2,23,0.885,LoadError: cannot load such file -- concurrent/constants
concurrent-ruby,lib/concurrent-ruby/concurrent/promises.rb,0b88d5ff75f6,concurrency and parallelism,4.8,27,2,36,0.2,7,0.4,223,46,152,0.682,LoadError: cannot load such file -- concurrent/synchronization/object
concurrent-ruby,lib/concurrent-ruby/concurrent/scheduled_task.rb,0b88d5ff75f6,concurrency and parallelism,5.1,17,7,43,0.5,3,21.4,14,2,12,0.857,LoadError: cannot load such file -- concurrent/constants
concurrent-ruby,lib/concurrent-ruby/concurrent/settable_struct.rb,0b88d5ff75f6,concurrency and parallelism,6.1,20,7,21,0.5,0,28.6,14,2,14,1.0,LoadError: cannot load such file -- concurrent/errors
concurrent-ruby,lib/concurrent-ruby/concurrent/synchronization/abstract_lockable_object.rb,0b88d5ff75f6,concurrency and parallelism,5.2,14,0,20,0.0,2,0.0,5,3,3,0.6,LoadError: cannot load such file -- concurrent/utility/native_extension_loader
concurrent-ruby,lib/concurrent-ruby/concurrent/synchronization/condition.rb,0b88d5ff75f6,concurrency and parallelism,3.1,4,0,40,0.0,2,0.0,10,4,9,0.9,LoadError: cannot load such file -- concurrent/synchronization/lockable_object
concurrent-ruby,lib/concurrent-ruby/concurrent/synchronization/full_memory_barrier.rb,0b88d5ff75f6,concurrency and parallelism,3,4,100,0,0.0,0,0.0,4,2,3,0.75,LoadError: cannot load such file -- concurrent/utility/native_extension_loader
concurrent-ruby,lib/concurrent-ruby/concurrent/synchronization/lock.rb,0b88d5ff75f6,concurrency and parallelism,3,3,0,0,0.0,2,0.0,4,3,4,1.0,LoadError: cannot load such file -- concurrent/synchronization/lockable_object
concurrent-ruby,lib/concurrent-ruby/concurrent/synchronization/mutex_lockable_object.rb,0b88d5ff75f6,concurrency and parallelism,4.6,7,0,80,0.4,3,0.0,10,5,9,0.9,LoadError: cannot load such file -- concurrent/synchronization/abstract_lockable_object
concurrent-ruby,lib/concurrent-ruby/concurrent/synchronization/object.rb,0b88d5ff75f6,concurrency and parallelism,8.4,32,80,50,0.67,1,30.0,10,3,10,1.0,LoadError: cannot load such file -- concurrent/utility/native_extension_loader
concurrent-ruby,lib/concurrent-ruby/concurrent/synchronization/volatile.rb,0b88d5ff75f6,concurrency and parallelism,11.4,19,20,80,0.0,0,60.0,5,4,3,0.6,LoadError: cannot load such file -- concurrent/utility/native_extension_loader
concurrent-ruby,lib/concurrent-ruby/concurrent/thread_safe/util/adder.rb,0b88d5ff75f6,concurrency and parallelism,5.4,9,0,40,0.0,1,0.0,5,4,4,0.8,LoadError: cannot load such file -- concurrent/thread_safe/util
concurrent-ruby,lib/concurrent-ruby/concurrent/thread_safe/util/data_structures.rb,0b88d5ff75f6,concurrency and parallelism,9,24,60,40,0.0,0,60.0,5,4,5,1.0,LoadError: cannot load such file -- concurrent/thread_safe/util
concurrent-ruby,lib/concurrent-ruby/concurrent/thread_safe/util/power_of_two_tuple.rb,0b88d5ff75f6,concurrency and parallelism,3.2,4,0,60,0.0,1,0.0,5,4,5,1.0,LoadError: cannot load such file -- concurrent/thread_safe/util
concurrent-ruby,lib/concurrent-ruby/concurrent/thread_safe/util/striped64.rb,0b88d5ff75f6,concurrency and parallelism,8.2,35,8,46,0.2,2,0.0,13,5,13,1.0,LoadError: cannot load such file -- concurrent/thread_safe/util
concurrent-ruby,lib/concurrent-ruby/concurrent/timer_task.rb,0b88d5ff75f6,concurrency and parallelism,6.7,21,7,64,1.0,4,0.0,14,2,13,0.929,LoadError: cannot load such file -- concurrent/collection/copy_on_notify_observer_set
concurrent-ruby,lib/concurrent-ruby/concurrent/tuple.rb,0b88d5ff75f6,concurrency and parallelism,4.8,9,0,100,0.5,0,0.0,5,2,5,1.0,LoadError: cannot load such file -- concurrent/atomic/atomic_reference
concurrent-ruby,lib/concurrent-ruby/concurrent/tvar.rb,0b88d5ff75f6,concurrency and parallelism,7.4,55,11,33,0.0,2,0.0,18,3,15,0.833,LoadError: cannot load such file -- concurrent/synchronization/object
concurrent-ruby,lib/concurrent-ruby/concurrent/utility/native_extension_loader.rb,0b88d5ff75f6,concurrency and parallelism,6.1,16,0,25,0.33,0,0.0,8,3,5,0.625,LoadError: cannot load such file -- concurrent/utility/engine
concurrent-ruby,lib/concurrent-ruby/concurrent/utility/processor_counter.rb,0b88d5ff75f6,concurrency and parallelism,8.1,39,31,88,0.0,0,0.0,16,3,13,0.812,LoadError: cannot load such file -- concurrent/delay
dalli,lib/rack/session/dalli.rb,fc1b590e462a,caching,7.4,15,0,89,0.0,1,0.0,19,4,19,1.0,LoadError: cannot load such file -- rack/session/abstract/id
database_cleaner,examples/lib/redis_models.rb,23fb7a715317,database tools,3.5,8,73,18,0.0,1,0.0,11,3,8,0.727,LoadError: cannot load such file -- redis
devise,app/controllers/devise/confirmations_controller.rb,9ea459de9aec,authentication and oauth,6.3,12,0,50,0.0,2,0.0,6,1,6,1.0,NameError: uninitialized constant DeviseController
devise,app/controllers/devise/omniauth_callbacks_controller.rb,9ea459de9aec,authentication and oauth,3.8,7,0,50,0.0,2,0.0,6,1,6,1.0,NameError: uninitialized constant DeviseController
devise,app/controllers/devise/passwords_controller.rb,9ea459de9aec,authentication and oauth,6.1,20,0,70,0.0,2,0.0,10,1,10,1.0,NameError: uninitialized constant DeviseController
devise,app/controllers/devise/registrations_controller.rb,9ea459de9aec,authentication and oauth,5.9,21,0,53,0.0,2,21.1,19,1,18,0.947,NameError: uninitialized constant DeviseController
devise,app/controllers/devise/sessions_controller.rb,9ea459de9aec,authentication and oauth,5.4,8,0,60,0.0,2,0.0,10,1,10,1.0,NameError: uninitialized constant DeviseController
devise,app/controllers/devise/unlocks_controller.rb,9ea459de9aec,authentication and oauth,5.7,12,0,50,0.0,2,0.0,6,1,5,0.833,NameError: uninitialized constant DeviseController
devise,app/controllers/devise_controller.rb,9ea459de9aec,authentication and oauth,5.7,18,5,73,1.0,1,9.1,22,1,22,1.0,NameError: uninitialized constant ApplicationController
devise,guides/bug_report_templates/integration_test.rb,9ea459de9aec,authentication and oauth,5.5,8,0,50,0.5,3,0.0,4,6,4,1.0,"Bundler::SolveFailure: Could not find compatible versions

Because rails >= 4.0.0.beta1, < 5.0.5.rc1 depends on bundler >= 1.3.0, < 2.0
  and the current Bundler version (2.6.9) does not satisfy bundler >= 1.3.0, < 2.0,
  rails >= 4.0.0.beta1, < 5.0.5.rc1 cannot be used.
So, because Gemfile depends on rails ~> 4.2.0,
  ve"
devise,lib/devise/failure_app.rb,9ea459de9aec,authentication and oauth,7.2,26,7,83,3.0,1,10.3,29,2,26,0.897,NoMethodError: undefined method 'routes' for nil
devise,lib/devise/omniauth/config.rb,9ea459de9aec,authentication and oauth,6,8,0,60,0.0,1,20.0,5,4,5,1.0,"Gem::MissingSpecError: Could not find 'omniauth' (>= 1.0.0) among 119 total gem(s)
Checked in 'GEM_PATH=/private/var/folders/xt/zsl5k3z97rn823l5tt5fhfr40000gn/T/marta_p6_3ync3utc/gems_devise:/Users/mario/.rbenv/versions/3.4.10/lib/ruby/gems/3.4.0' , execute `gem env` for more information"
devise,lib/generators/active_record/devise_generator.rb,9ea459de9aec,authentication and oauth,7.5,32,0,42,0.33,2,0.0,12,3,12,1.0,LoadError: cannot load such file -- rails/generators/active_record
devise,lib/generators/devise/install_generator.rb,9ea459de9aec,authentication and oauth,7.3,16,0,67,0.0,2,0.0,3,3,3,1.0,NameError: uninitialized constant Rails::Generators::Actions
devise,lib/generators/devise/views_generator.rb,9ea459de9aec,authentication and oauth,5.6,13,0,67,0.67,2,0.0,9,9,8,0.889,NameError: uninitialized constant Rails::Generators::Actions
devise,lib/generators/mongoid/devise_generator.rb,9ea459de9aec,authentication and oauth,10.2,32,0,25,0.33,1,0.0,4,3,4,1.0,NameError: uninitialized constant Rails::Generators::Actions
doorkeeper,app/controllers/doorkeeper/applications_controller.rb,75a84fefe686,authentication and oauth,7.7,22,0,70,0.0,2,0.0,10,2,10,1.0,NameError: uninitialized constant Doorkeeper::ApplicationController
doorkeeper,app/controllers/doorkeeper/authorizations_controller.rb,75a84fefe686,authentication and oauth,7.5,23,0,61,0.0,2,0.0,18,2,18,1.0,NameError: uninitialized constant Doorkeeper::ApplicationController
doorkeeper,app/controllers/doorkeeper/token_info_controller.rb,75a84fefe686,authentication and oauth,5,9,0,67,0.0,2,0.0,3,2,3,1.0,NameError: uninitialized constant Doorkeeper::ApplicationMetalController
doorkeeper,app/controllers/doorkeeper/tokens_controller.rb,75a84fefe686,authentication and oauth,8,28,0,75,0.0,2,0.0,16,2,16,1.0,NameError: uninitialized constant Doorkeeper::ApplicationMetalController
doorkeeper,lib/doorkeeper.rb,75a84fefe686,authentication and oauth,5.9,13,100,64,0.0,0,0.0,11,15,11,1.0,NoMethodError: undefined method 'mattr_reader' for class Doorkeeper::Config
doorkeeper,lib/doorkeeper/config.rb,75a84fefe686,authentication and oauth,4.2,15,0,57,0.67,1,37.3,67,3,36,0.537,NoMethodError: undefined method 'mattr_reader' for class Doorkeeper::Config
doorkeeper,lib/doorkeeper/grape/helpers.rb,75a84fefe686,authentication and oauth,5.7,12,0,50,0.67,0,0.0,6,3,6,1.0,NameError: uninitialized constant Doorkeeper::Grape::SimpleDelegator
doorkeeper,lib/doorkeeper/models/access_grant_mixin.rb,75a84fefe686,authentication and oauth,4,10,0,43,3.67,0,0.0,7,3,7,1.0,NameError: uninitialized constant Doorkeeper::AccessGrantMixin::ActiveSupport
doorkeeper,lib/doorkeeper/models/access_token_mixin.rb,75a84fefe686,authentication and oauth,7.3,22,0,65,4.0,0,3.2,31,3,29,0.935,NameError: uninitialized constant Doorkeeper::AccessTokenMixin::ActiveSupport
doorkeeper,lib/doorkeeper/models/application_mixin.rb,75a84fefe686,authentication and oauth,6,16,0,67,1.67,0,0.0,6,3,6,1.0,NameError: uninitialized constant Doorkeeper::ApplicationMixin::ActiveSupport
doorkeeper,lib/doorkeeper/models/concerns/expiration_time_sql_math.rb,75a84fefe686,authentication and oauth,3.5,7,0,18,0.1,1,0.0,11,10,7,0.636,NameError: uninitialized constant ActiveSupport
doorkeeper,lib/doorkeeper/oauth/authorization_code_request.rb,75a84fefe686,authentication and oauth,7.7,22,0,83,0.0,1,0.0,12,3,12,1.0,NameError: uninitialized constant Doorkeeper::OAuth::BaseRequest
doorkeeper,lib/doorkeeper/oauth/client_credentials/validator.rb,75a84fefe686,authentication and oauth,8.2,15,0,100,0.5,0,0.0,4,4,4,1.0,NameError: uninitialized constant Doorkeeper::OAuth::ClientCredentials::Validator::Validations
doorkeeper,lib/doorkeeper/oauth/code_response.rb,75a84fefe686,authentication and oauth,7,15,0,80,0.33,1,0.0,5,3,5,1.0,NameError: uninitialized constant Doorkeeper::OAuth::BaseResponse
doorkeeper,lib/doorkeeper/oauth/error_response.rb,75a84fefe686,authentication and oauth,5.8,11,21,57,0.33,1,0.0,14,3,14,1.0,NameError: uninitialized constant Doorkeeper::OAuth::BaseResponse
doorkeeper,lib/doorkeeper/oauth/forbidden_token_response.rb,75a84fefe686,authentication and oauth,3.4,4,20,60,0.0,2,0.0,5,3,4,0.8,NameError: uninitialized constant Doorkeeper::OAuth::ErrorResponse
doorkeeper,lib/doorkeeper/oauth/invalid_request_response.rb,75a84fefe686,authentication and oauth,5.3,10,17,50,0.0,2,0.0,6,3,5,0.833,NameError: uninitialized constant Doorkeeper::OAuth::ErrorResponse
doorkeeper,lib/doorkeeper/oauth/invalid_token_response.rb,75a84fefe686,authentication and oauth,5.8,11,17,50,0.0,2,0.0,6,3,6,1.0,NameError: uninitialized constant Doorkeeper::OAuth::ErrorResponse
doorkeeper,lib/doorkeeper/oauth/password_access_token_request.rb,75a84fefe686,authentication and oauth,6,10,0,83,0.33,1,0.0,6,3,6,1.0,NameError: uninitialized constant Doorkeeper::OAuth::BaseRequest
doorkeeper,lib/doorkeeper/oauth/pre_authorization.rb,75a84fefe686,authentication and oauth,6.1,13,0,86,0.33,0,0.0,22,3,22,1.0,NameError: uninitialized constant Doorkeeper::OAuth::PreAuthorization::Validations
doorkeeper,lib/doorkeeper/oauth/refresh_token_request.rb,75a84fefe686,authentication and oauth,9.2,36,0,92,0.33,1,0.0,12,3,12,1.0,NameError: uninitialized constant Doorkeeper::OAuth::BaseRequest
dotenv,lib/dotenv/log_subscriber.rb,34156bf400cd,configuration,4.6,12,0,38,0.0,1,0.0,8,2,8,1.0,LoadError: cannot load such file -- active_support/log_subscriber
dotenv,lib/dotenv/rails.rb,34156bf400cd,configuration,5.4,15,12,62,0.0,1,0.0,8,2,8,1.0,NameError: uninitialized constant Rails
dotenv,lib/dotenv/replay_logger.rb,34156bf400cd,configuration,3.7,4,0,67,0.0,1,0.0,3,2,3,1.0,NameError: uninitialized constant Dotenv::Logger
dry-types,lib/dry/types/extensions/maybe.rb,1a13fb04926f,type signatures and type checking,5.5,10,0,75,1.0,0,0.0,8,6,8,1.0,LoadError: cannot load such file -- dry/monads
eventmachine,examples/guides/getting_started/03_simple_chat_server.rb,9cb13a8a6236,concurrency and parallelism,5.1,13,0,53,0.0,1,0.0,17,1,15,0.882,RuntimeError: no acceptor (port is in use or requires root privileges)
eventmachine,examples/guides/getting_started/05_simple_chat_server_step_two.rb,9cb13a8a6236,concurrency and parallelism,3.7,4,0,0,0.0,1,0.0,3,1,3,1.0,RuntimeError: no acceptor (port is in use or requires root privileges)
eventmachine,examples/guides/getting_started/06_simple_chat_server_step_three.rb,9cb13a8a6236,concurrency and parallelism,5,13,0,33,0.0,1,0.0,9,1,9,1.0,RuntimeError: no acceptor (port is in use or requires root privileges)
eventmachine,examples/old/ex_tick_loop_counter.rb,9cb13a8a6236,concurrency and parallelism,3.5,4,0,25,0.0,0,0.0,4,1,4,1.0,timeout: pendurou-se a carregar (20s)
eventmachine,lib/em/protocols/postgres3.rb,9cb13a8a6236,concurrency and parallelism,16.9,40,0,88,0.25,1,0.0,8,4,8,1.0,LoadError: cannot load such file -- postgres-pr/message
eventmachine,lib/jeventmachine.rb,9cb13a8a6236,concurrency and parallelism,3.9,36,91,56,0.0,1,0.0,54,8,40,0.741,LoadError: cannot load such file -- java
excon,benchmarks/httpbin.rb,ac022b6417d7,http clients and tools,2.8,6,0,0,0.0,0,0.0,5,1,3,0.6,"Bundler::GemNotFound: Could not find gem 'excon' in source at `..`.
"
eye,examples/plugin/plugin.rb,300aa8793112,process management and monitoring,4.6,10,0,33,0.25,2,0.0,9,4,9,1.0,NameError: uninitialized constant Reactor::Celluloid
eye,examples/processes/em.rb,300aa8793112,process management and monitoring,4.6,12,0,29,0.5,1,0.0,7,2,4,0.571,LoadError: cannot load such file -- eventmachine
eye,examples/processes/sample.rb,300aa8793112,process management and monitoring,11.2,16,0,75,0.0,0,0.0,4,1,4,1.0,timeout: pendurou-se a carregar (20s)
eye,lib/eye/controller.rb,300aa8793112,process management and monitoring,4.7,8,0,33,7.0,0,0.0,3,1,3,1.0,LoadError: cannot load such file -- celluloid/current
eye,lib/eye/controller/apply.rb,300aa8793112,process management and monitoring,15.7,45,0,70,0.0,1,0.0,10,2,9,0.9,LoadError: cannot load such file -- celluloid/current
eye,lib/eye/controller/commands.rb,300aa8793112,process management and monitoring,27,59,0,67,0.0,0,0.0,3,1,3,1.0,LoadError: cannot load such file -- celluloid/current
eye,lib/eye/controller/helpers.rb,300aa8793112,process management and monitoring,7.9,20,0,100,0.0,0,0.0,11,1,11,1.0,LoadError: cannot load such file -- celluloid/current
eye,lib/eye/controller/load.rb,300aa8793112,process management and monitoring,14.3,56,0,64,0.0,0,7.1,14,2,13,0.929,LoadError: cannot load such file -- celluloid/current
eye,lib/eye/controller/status.rb,300aa8793112,process management and monitoring,9.1,22,0,86,0.0,0,0.0,7,1,7,1.0,LoadError: cannot load such file -- celluloid/current
eye,lib/eye/server.rb,300aa8793112,process management and monitoring,11.4,37,0,60,1.0,0,0.0,5,1,5,1.0,LoadError: cannot load such file -- celluloid/current
eye,lib/eye/system_resources.rb,300aa8793112,process management and monitoring,5.1,8,65,47,0.5,0,0.0,17,2,17,1.0,LoadError: cannot load such file -- celluloid/current
faker,benchmark/generators.rb,e48d35f4fa0d,testing,10.3,17,0,67,0.0,0,33.3,3,0,3,1.0,LoadError: cannot load such file -- benchmark/ips
faraday,examples/client_spec.rb,f1ace878bae1,http clients and tools,4,5,0,67,0.0,0,0.0,3,1,3,1.0,NameError: uninitialized constant RSpec
