gem,ficheiro,commit,categoria,loc_medio,loc_max,pct_singleton,pct_duck,mixins_por_classe,profundidade_heranca,metaprog_por_100,metodos,classes,formas,razao_formas
activesupport,lib/active_support/testing/error_reporter_assertions.rb,3989ebf3473d,core extensions,9.8,17,50,83,0.0,0,0.0,6,5,6,1.0
activesupport,lib/active_support/testing/event_reporter_assertions.rb,3989ebf3473d,core extensions,10.5,31,33,75,0.0,0,0.0,12,5,12,1.0
activesupport,lib/active_support/testing/isolation.rb,3989ebf3473d,core extensions,19,38,40,80,0.2,0,20.0,5,5,5,1.0
activesupport,lib/active_support/testing/method_call_assertions.rb,3989ebf3473d,core extensions,7.4,22,0,71,0.0,0,14.3,7,3,7,1.0
activesupport,lib/active_support/testing/notification_assertions.rb,3989ebf3473d,core extensions,7.2,11,0,75,0.0,0,0.0,4,3,4,1.0
activesupport,lib/active_support/testing/parallelization.rb,3989ebf3473d,core extensions,5,15,33,33,0.0,0,0.0,9,3,6,0.667
activesupport,lib/active_support/testing/parallelization/server.rb,3989ebf3473d,core extensions,7.2,23,0,90,0.25,0,0.0,10,4,10,1.0
activesupport,lib/active_support/testing/parallelization/worker.rb,3989ebf3473d,core extensions,10,23,0,78,0.0,0,0.0,9,4,9,1.0
activesupport,lib/active_support/testing/parallelize_executor.rb,3989ebf3473d,core extensions,4.5,11,0,54,0.0,0,0.0,13,3,13,1.0
activesupport,lib/active_support/testing/setup_and_teardown.rb,3989ebf3473d,core extensions,5.2,11,20,20,0.0,0,0.0,5,4,4,0.8
activesupport,lib/active_support/testing/stream.rb,3989ebf3473d,core extensions,10,16,0,67,0.0,0,0.0,3,3,3,1.0
activesupport,lib/active_support/testing/time_helpers.rb,3989ebf3473d,core extensions,10.8,74,0,67,0.0,0,16.7,12,4,12,1.0
activesupport,lib/active_support/time_with_zone.rb,3989ebf3473d,core extensions,4.7,18,0,84,1.0,0,7.1,56,2,53,0.946
activesupport,lib/active_support/values/time_zone.rb,3989ebf3473d,core extensions,6.0,38,26,69,0.5,0,0.0,39,2,39,1.0
activesupport,lib/active_support/xml_mini.rb,3989ebf3473d,core extensions,7.2,32,0,43,0.33,0,7.1,14,3,13,0.929
activesupport,lib/active_support/xml_mini/jdom.rb,3989ebf3473d,core extensions,11,21,0,100,0.5,0,0.0,9,2,9,1.0
activesupport,lib/active_support/xml_mini/libxml.rb,3989ebf3473d,core extensions,14.7,30,0,100,0.17,0,0.0,3,6,3,1.0
activesupport,lib/active_support/xml_mini/libxmlsax.rb,3989ebf3473d,core extensions,7,17,0,86,0.67,0,0.0,7,3,7,1.0
activesupport,lib/active_support/xml_mini/nokogiri.rb,3989ebf3473d,core extensions,15.3,30,0,100,0.2,0,0.0,3,5,3,1.0
activesupport,lib/active_support/xml_mini/nokogirisax.rb,3989ebf3473d,core extensions,6,14,0,75,0.33,1,0.0,8,3,8,1.0
activesupport,lib/active_support/xml_mini/rexml.rb,3989ebf3473d,core extensions,9,19,0,88,0.5,0,0.0,8,2,8,1.0
addressable,lib/addressable/idna/native.rb,0c3e8589b23d,core extensions,6.2,11,100,100,0.5,0,0.0,5,2,5,1.0
addressable,lib/addressable/idna/pure.rb,0c3e8589b23d,core extensions,27.7,120,100,100,0.2,1,0.0,12,5,12,1.0
addressable,lib/addressable/template.rb,0c3e8589b23d,core extensions,14.8,96,0,70,0.0,1,0.0,30,6,30,1.0
addressable,lib/addressable/uri.rb,0c3e8589b23d,core extensions,18.5,93,16,69,0.0,1,3.4,88,6,87,0.989
autoprefixer-rails,lib/autoprefixer-rails.rb,01f8d15c4677,assets,4.8,9,100,25,0.0,0,0.0,4,1,4,1.0
autoprefixer-rails,lib/autoprefixer-rails/processor.rb,01f8d15c4677,assets,14.3,27,0,78,0.0,0,11.1,9,2,9,1.0
autoprefixer-rails,lib/autoprefixer-rails/sprockets.rb,01f8d15c4677,assets,6.1,10,71,57,0.0,0,0.0,7,2,7,1.0
awesome_print,lib/awesome_print/custom_defaults.rb,9ae56ba413b9,cli utilities,4.4,9,100,30,0.0,0,10.0,10,1,9,0.9
awesome_print,lib/awesome_print/ext/active_record.rb,9ae56ba413b9,cli utilities,14,20,20,100,0.0,0,80.0,5,2,5,1.0
awesome_print,lib/awesome_print/ext/active_support.rb,9ae56ba413b9,cli utilities,5.2,11,25,75,0.0,0,50.0,4,2,4,1.0
awesome_print,lib/awesome_print/ext/mongo_mapper.rb,9ae56ba413b9,cli utilities,12.4,25,14,100,0.0,0,42.9,7,2,7,1.0
awesome_print,lib/awesome_print/ext/mongoid.rb,9ae56ba413b9,cli utilities,8.6,13,20,100,0.0,0,40.0,5,2,5,1.0
awesome_print,lib/awesome_print/ext/nobrainer.rb,9ae56ba413b9,cli utilities,7.8,11,25,100,0.0,0,50.0,4,2,4,1.0
awesome_print,lib/awesome_print/ext/nokogiri.rb,9ae56ba413b9,cli utilities,9.3,16,33,100,0.0,0,66.7,3,2,3,1.0
awesome_print,lib/awesome_print/ext/ostruct.rb,9ae56ba413b9,cli utilities,4.7,7,33,100,0.0,0,66.7,3,2,3,1.0
awesome_print,lib/awesome_print/ext/ripple.rb,9ae56ba413b9,cli utilities,10.5,19,25,100,0.0,0,75.0,4,2,4,1.0
awesome_print,lib/awesome_print/ext/sequel.rb,9ae56ba413b9,cli utilities,6.6,11,20,100,0.0,0,40.0,5,2,5,1.0
awesome_print,lib/awesome_print/formatter.rb,9ae56ba413b9,cli utilities,4.7,14,0,44,0.5,0,5.6,18,2,10,0.556
awesome_print,lib/awesome_print/formatters/array_formatter.rb,9ae56ba413b9,cli utilities,6.5,15,0,88,0.0,1,5.9,17,3,16,0.941
awesome_print,lib/awesome_print/formatters/base_formatter.rb,9ae56ba413b9,cli utilities,10.6,38,0,89,0.33,0,0.0,9,3,9,1.0
awesome_print,lib/awesome_print/formatters/hash_formatter.rb,9ae56ba413b9,cli utilities,5.8,16,0,93,0.0,1,0.0,14,3,14,1.0
awesome_print,lib/awesome_print/formatters/object_formatter.rb,9ae56ba413b9,cli utilities,12.2,39,0,100,0.0,1,40.0,5,3,5,1.0
awesome_print,lib/awesome_print/formatters/struct_formatter.rb,9ae56ba413b9,cli utilities,13.8,39,0,100,0.0,1,25.0,4,3,4,1.0
awesome_print,lib/awesome_print/inspector.rb,9ae56ba413b9,cli utilities,9.8,46,0,67,0.0,0,0.0,12,2,12,1.0
better_errors,lib/better_errors.rb,fde3b7025db1,error handling,5.2,12,100,25,0.0,0,0.0,4,1,3,0.75
better_errors,lib/better_errors/code_formatter.rb,fde3b7025db1,error handling,4.1,5,0,62,0.0,0,0.0,8,2,8,1.0
better_errors,lib/better_errors/code_formatter/html.rb,fde3b7025db1,error handling,4.5,6,0,33,0.0,1,0.0,6,2,5,0.833
better_errors,lib/better_errors/editor.rb,fde3b7025db1,error handling,5.5,14,58,33,0.0,0,0.0,12,2,11,0.917
better_errors,lib/better_errors/error_page.rb,fde3b7025db1,error handling,4.7,15,22,78,0.0,0,3.7,27,2,23,0.852
better_errors,lib/better_errors/inspectable_value.rb,fde3b7025db1,error handling,5.6,9,0,40,0.0,1,0.0,5,3,5,1.0
better_errors,lib/better_errors/middleware.rb,fde3b7025db1,error handling,9.9,47,6,59,0.0,0,5.9,17,2,15,0.882
better_errors,lib/better_errors/rails.rb,fde3b7025db1,error handling,4.3,7,0,67,0.0,1,0.0,3,2,3,1.0
better_errors,lib/better_errors/raised_exception.rb,fde3b7025db1,error handling,9,23,0,75,0.0,0,0.0,8,2,8,1.0
better_errors,lib/better_errors/repl.rb,fde3b7025db1,error handling,4.8,8,100,50,0.0,0,25.0,4,2,4,1.0
better_errors,lib/better_errors/repl/basic.rb,fde3b7025db1,error handling,3.7,5,0,33,0.0,0,0.0,3,3,3,1.0
better_errors,lib/better_errors/repl/pry.rb,fde3b7025db1,error handling,5.8,12,0,64,0.0,0,45.5,11,5,10,0.909
better_errors,lib/better_errors/stack_frame.rb,fde3b7025db1,error handling,6.1,16,6,61,0.0,0,0.0,18,2,17,0.944
bootsnap,lib/bootsnap.rb,e099ec707644,optimizations,10.8,49,100,60,0.0,0,0.0,15,1,15,1.0
bootsnap,lib/bootsnap/cli.rb,e099ec707644,optimizations,14.1,62,0,33,0.0,0,6.7,15,3,13,0.867
bootsnap,lib/bootsnap/cli/worker_pool.rb,e099ec707644,optimizations,8.9,27,21,74,0.0,0,0.0,19,5,18,0.947
bootsnap,lib/bootsnap/compile_cache.rb,e099ec707644,optimizations,12,28,100,0,0.0,0,0.0,3,2,3,1.0
bootsnap,lib/bootsnap/compile_cache/iseq.rb,e099ec707644,optimizations,7,28,50,50,0.17,0,0.0,20,6,19,0.95
bootsnap,lib/bootsnap/compile_cache/yaml.rb,e099ec707644,optimizations,13.9,116,39,65,0.44,0,8.7,23,9,18,0.783
bootsnap,lib/bootsnap/explicit_require.rb,e099ec707644,optimizations,9.2,28,100,25,0.0,0,0.0,4,2,3,0.75
bootsnap,lib/bootsnap/load_path_cache.rb,e099ec707644,optimizations,12,16,100,0,0.0,0,0.0,3,2,3,1.0
bootsnap,lib/bootsnap/load_path_cache/cache.rb,e099ec707644,optimizations,9.1,53,0,84,0.0,0,0.0,19,3,19,1.0
bootsnap,lib/bootsnap/load_path_cache/change_observer.rb,e099ec707644,optimizations,5,8,25,88,0.0,0,62.5,8,4,7,0.875
bootsnap,lib/bootsnap/load_path_cache/loaded_features_index.rb,e099ec707644,optimizations,9.6,23,0,100,0.0,0,0.0,9,3,9,1.0
bootsnap,lib/bootsnap/load_path_cache/path.rb,e099ec707644,optimizations,9.8,24,0,80,0.0,0,0.0,10,3,9,0.9
bootsnap,lib/bootsnap/load_path_cache/path_scanner.rb,e099ec707644,optimizations,22.2,39,100,100,0.0,0,0.0,4,3,4,1.0
bootsnap,lib/bootsnap/load_path_cache/store.rb,e099ec707644,optimizations,9.3,21,0,82,0.0,0,0.0,11,3,11,1.0
brakeman,gem_common.rb,fffc4837becb,code analysis and metrics,8,11,100,100,0.0,0,0.0,3,2,3,1.0
brakeman,lib/brakeman.rb,fffc4837becb,code analysis and metrics,16.1,39,100,78,0.0,1,0.0,32,5,30,0.938
brakeman,lib/brakeman/app_tree.rb,fffc4837becb,code analysis and metrics,7.7,27,6,62,0.0,0,0.0,34,2,30,0.882
brakeman,lib/brakeman/call_index.rb,fffc4837becb,code analysis and metrics,11.9,51,0,79,0.0,0,0.0,19,1,17,0.895
brakeman,lib/brakeman/checks.rb,fffc4837becb,code analysis and metrics,10.6,49,75,88,0.0,0,0.0,16,1,15,0.938
brakeman,lib/brakeman/checks/base_check.rb,fffc4837becb,code analysis and metrics,13.1,69,6,75,4.0,1,0.0,32,1,31,0.969
brakeman,lib/brakeman/checks/check_basic_auth.rb,fffc4837becb,code analysis and metrics,11.5,22,0,83,0.0,2,0.0,6,1,6,1.0
brakeman,lib/brakeman/checks/check_content_tag.rb,fffc4837becb,code analysis and metrics,27.3,59,0,71,0.0,3,0.0,7,1,7,1.0
brakeman,lib/brakeman/checks/check_create_with.rb,fffc4837becb,code analysis and metrics,15.8,19,0,75,0.0,2,0.0,4,1,4,1.0
brakeman,lib/brakeman/checks/check_cross_site_scripting.rb,fffc4837becb,code analysis and metrics,11.4,68,0,67,0.0,2,0.0,27,1,23,0.852
brakeman,lib/brakeman/checks/check_default_routes.rb,fffc4837becb,code analysis and metrics,13,31,0,67,0.0,2,0.0,6,1,6,1.0
brakeman,lib/brakeman/checks/check_deserialize.rb,fffc4837becb,code analysis and metrics,11,28,0,70,0.0,2,0.0,10,1,9,0.9
brakeman,lib/brakeman/checks/check_detailed_exceptions.rb,fffc4837becb,code analysis and metrics,10.8,25,0,75,0.0,2,0.0,4,1,4,1.0
brakeman,lib/brakeman/checks/check_dynamic_finders.rb,fffc4837becb,code analysis and metrics,9.2,21,0,100,0.0,2,0.0,4,1,4,1.0
brakeman,lib/brakeman/checks/check_evaluation.rb,fffc4837becb,code analysis and metrics,14.2,28,0,100,0.0,2,0.0,4,1,4,1.0
brakeman,lib/brakeman/checks/check_execute.rb,fffc4837becb,code analysis and metrics,19.8,100,0,85,0.0,2,0.0,13,1,13,1.0
brakeman,lib/brakeman/checks/check_file_access.rb,fffc4837becb,code analysis and metrics,14.2,38,0,100,0.0,2,0.0,5,1,5,1.0
brakeman,lib/brakeman/checks/check_forgery_setting.rb,fffc4837becb,code analysis and metrics,23,38,0,33,0.0,2,0.0,3,1,3,1.0
brakeman,lib/brakeman/checks/check_i18n_xss.rb,fffc4837becb,code analysis and metrics,13,22,0,100,0.0,2,0.0,3,1,3,1.0
brakeman,lib/brakeman/checks/check_json_entity_escape.rb,fffc4837becb,code analysis and metrics,10,15,0,67,0.0,2,0.0,3,1,3,1.0
brakeman,lib/brakeman/checks/check_json_parsing.rb,fffc4837becb,code analysis and metrics,11.8,35,0,62,0.0,2,0.0,8,1,8,1.0
brakeman,lib/brakeman/checks/check_link_to.rb,fffc4837becb,code analysis and metrics,12,27,0,56,0.0,3,0.0,9,1,9,1.0
brakeman,lib/brakeman/checks/check_link_to_href.rb,fffc4837becb,code analysis and metrics,12.4,46,0,90,0.0,4,0.0,10,1,10,1.0
brakeman,lib/brakeman/checks/check_mass_assignment.rb,fffc4837becb,code analysis and metrics,13.8,44,0,79,0.0,2,0.0,14,1,14,1.0
brakeman,lib/brakeman/checks/check_model_attr_accessible.rb,fffc4837becb,code analysis and metrics,11.3,22,0,100,0.0,2,0.0,3,1,3,1.0
brakeman,lib/brakeman/checks/check_model_attributes.rb,fffc4837becb,code analysis and metrics,23.7,38,0,67,0.0,2,0.0,3,1,3,1.0
brakeman,lib/brakeman/checks/check_nested_attributes_bypass.rb,fffc4837becb,code analysis and metrics,7.5,13,0,50,0.0,2,0.0,6,1,6,1.0
brakeman,lib/brakeman/checks/check_number_to_currency.rb,fffc4837becb,code analysis and metrics,10.5,17,0,50,0.0,2,0.0,6,1,6,1.0
brakeman,lib/brakeman/checks/check_pathname.rb,fffc4837becb,code analysis and metrics,9.2,15,0,75,0.0,2,0.0,4,1,4,1.0
brakeman,lib/brakeman/checks/check_permit_attributes.rb,fffc4837becb,code analysis and metrics,9,13,0,100,0.0,2,0.0,3,1,3,1.0
brakeman,lib/brakeman/checks/check_ransack.rb,fffc4837becb,code analysis and metrics,14.3,35,0,100,0.0,2,0.0,3,1,3,1.0
brakeman,lib/brakeman/checks/check_redirect.rb,fffc4837becb,code analysis and metrics,12.2,41,0,85,0.0,2,0.0,20,1,20,1.0
brakeman,lib/brakeman/checks/check_regex_dos.rb,fffc4837becb,code analysis and metrics,16.3,31,0,100,0.0,2,0.0,3,1,3,1.0
brakeman,lib/brakeman/checks/check_render.rb,fffc4837becb,code analysis and metrics,13.7,30,0,100,0.0,2,0.0,6,1,6,1.0
brakeman,lib/brakeman/checks/check_render_dos.rb,fffc4837becb,code analysis and metrics,9.3,13,0,67,0.0,2,0.0,3,1,3,1.0
brakeman,lib/brakeman/checks/check_render_inline.rb,fffc4837becb,code analysis and metrics,15,31,0,100,0.0,3,0.0,3,1,3,1.0
brakeman,lib/brakeman/checks/check_render_rce.rb,fffc4837becb,code analysis and metrics,11,20,0,100,0.0,3,0.0,3,1,3,1.0
brakeman,lib/brakeman/checks/check_sanitize_config_cve.rb,fffc4837becb,code analysis and metrics,10.4,25,0,78,0.0,2,0.0,9,1,9,1.0
brakeman,lib/brakeman/checks/check_sanitize_methods.rb,fffc4837becb,code analysis and metrics,12.4,23,0,75,0.0,2,0.0,8,1,7,0.875
brakeman,lib/brakeman/checks/check_secrets.rb,fffc4837becb,code analysis and metrics,10.3,24,0,67,0.0,2,0.0,3,1,3,1.0
brakeman,lib/brakeman/checks/check_send.rb,fffc4837becb,code analysis and metrics,11.7,17,0,100,0.0,2,0.0,3,1,3,1.0
brakeman,lib/brakeman/checks/check_session_settings.rb,fffc4837becb,code analysis and metrics,12.4,23,0,75,0.0,2,0.0,12,1,10,0.833
brakeman,lib/brakeman/checks/check_simple_format.rb,fffc4837becb,code analysis and metrics,8.7,14,0,17,0.0,3,0.0,6,1,6,1.0
brakeman,lib/brakeman/checks/check_single_quotes.rb,fffc4837becb,code analysis and metrics,10.7,28,0,86,0.0,2,0.0,7,1,7,1.0
brakeman,lib/brakeman/checks/check_skip_before_filter.rb,fffc4837becb,code analysis and metrics,15,24,0,100,0.0,2,0.0,3,1,3,1.0
brakeman,lib/brakeman/checks/check_sql.rb,fffc4837becb,code analysis and metrics,16.6,102,0,81,0.0,2,0.0,36,1,36,1.0
brakeman,lib/brakeman/checks/check_sql_cves.rb,fffc4837becb,code analysis and metrics,19.2,59,0,80,0.0,2,0.0,5,1,5,1.0
brakeman,lib/brakeman/checks/check_ssl_verify.rb,fffc4837becb,code analysis and metrics,5.3,10,0,67,0.0,2,0.0,6,1,6,1.0
brakeman,lib/brakeman/checks/check_strip_tags.rb,fffc4837becb,code analysis and metrics,14.8,24,0,80,0.0,2,0.0,5,1,5,1.0
brakeman,lib/brakeman/checks/check_symbol_dos.rb,fffc4837becb,code analysis and metrics,14.8,33,0,100,0.0,2,0.0,4,1,4,1.0
brakeman,lib/brakeman/checks/check_unsafe_reflection_methods.rb,fffc4837becb,code analysis and metrics,11.4,20,0,80,0.0,2,0.0,5,1,5,1.0
brakeman,lib/brakeman/checks/check_unscoped_find.rb,fffc4837becb,code analysis and metrics,18.3,26,0,100,0.0,2,0.0,3,1,3,1.0
brakeman,lib/brakeman/checks/check_validation_regex.rb,fffc4837becb,code analysis and metrics,11.2,20,0,100,0.0,2,0.0,6,1,6,1.0
brakeman,lib/brakeman/checks/check_verb_confusion.rb,fffc4837becb,code analysis and metrics,16,23,0,100,0.0,2,0.0,4,1,4,1.0
brakeman,lib/brakeman/checks/check_weak_hash.rb,fffc4837becb,code analysis and metrics,14.7,35,0,100,0.0,2,0.0,9,1,8,0.889
brakeman,lib/brakeman/checks/check_weak_rsa_key.rb,fffc4837becb,code analysis and metrics,18.6,27,0,80,0.0,2,0.0,5,1,5,1.0
brakeman,lib/brakeman/checks/check_without_protection.rb,fffc4837becb,code analysis and metrics,22,31,0,100,0.0,2,0.0,3,1,3,1.0
brakeman,lib/brakeman/checks/check_yaml_parsing.rb,fffc4837becb,code analysis and metrics,25.5,41,0,75,0.0,2,0.0,4,1,4,1.0
brakeman,lib/brakeman/checks/eol_check.rb,fffc4837becb,code analysis and metrics,13.7,25,0,100,0.0,2,0.0,3,1,3,1.0
brakeman,lib/brakeman/codeclimate/engine_configuration.rb,fffc4837becb,code analysis and metrics,8.4,19,0,89,0.0,0,0.0,9,3,9,1.0
brakeman,lib/brakeman/commandline.rb,fffc4837becb,code analysis and metrics,13.7,33,100,83,0.0,0,0.0,12,2,12,1.0
brakeman,lib/brakeman/differ.rb,fffc4837becb,code analysis and metrics,9.2,19,0,75,0.0,0,0.0,4,1,4,1.0
brakeman,lib/brakeman/file_parser.rb,fffc4837becb,code analysis and metrics,17.2,36,0,67,0.0,0,0.0,6,2,6,1.0
brakeman,lib/brakeman/file_path.rb,fffc4837becb,code analysis and metrics,4.4,13,9,36,0.0,0,0.0,11,2,11,1.0
brakeman,lib/brakeman/logger.rb,fffc4837becb,code analysis and metrics,5.2,18,3,39,0.0,1,0.0,38,7,30,0.789
brakeman,lib/brakeman/messages.rb,fffc4837becb,code analysis and metrics,4.6,18,0,24,0.0,0,0.0,34,10,16,0.471
brakeman,lib/brakeman/options.rb,fffc4837becb,code analysis and metrics,105,397,100,50,0.0,0,0.0,4,1,3,0.75
brakeman,lib/brakeman/parsers/rails_erubi.rb,fffc4837becb,code analysis and metrics,10.5,18,0,67,0.0,1,0.0,6,2,5,0.833
brakeman,lib/brakeman/parsers/template_parser.rb,fffc4837becb,code analysis and metrics,14.4,32,11,89,0.5,0,0.0,9,2,9,1.0
brakeman,lib/brakeman/processor.rb,fffc4837becb,code analysis and metrics,5.4,25,0,25,0.5,0,0.0,12,2,12,1.0
brakeman,lib/brakeman/processors/alias_processor.rb,fffc4837becb,code analysis and metrics,19.5,181,0,94,4.0,1,1.5,68,1,66,0.971
brakeman,lib/brakeman/processors/base_processor.rb,fffc4837becb,code analysis and metrics,11.7,68,0,76,3.0,1,0.0,21,1,18,0.857
brakeman,lib/brakeman/processors/controller_alias_processor.rb,fffc4837becb,code analysis and metrics,14.4,33,0,86,1.0,2,0.0,14,1,14,1.0
brakeman,lib/brakeman/processors/controller_processor.rb,fffc4837becb,code analysis and metrics,21.6,82,0,70,1.0,2,0.0,10,1,10,1.0
brakeman,lib/brakeman/processors/erubi_template_procesor.rb,fffc4837becb,code analysis and metrics,15,34,0,100,0.0,3,0.0,5,1,5,1.0
brakeman,lib/brakeman/processors/gem_processor.rb,fffc4837becb,code analysis and metrics,13.5,29,0,83,0.0,2,0.0,6,1,6,1.0
brakeman,lib/brakeman/processors/haml6_template_processor.rb,fffc4837becb,code analysis and metrics,6.9,17,0,80,0.0,4,0.0,10,1,10,1.0
brakeman,lib/brakeman/processors/haml_template_processor.rb,fffc4837becb,code analysis and metrics,10.9,59,0,93,0.0,3,0.0,14,1,12,0.857
brakeman,lib/brakeman/processors/lib/basic_processor.rb,fffc4837becb,code analysis and metrics,8.3,17,0,33,3.0,1,0.0,3,1,3,1.0
brakeman,lib/brakeman/processors/lib/call_conversion_helper.rb,fffc4837becb,code analysis and metrics,13.7,24,0,100,0.0,0,16.7,6,2,6,1.0
brakeman,lib/brakeman/processors/lib/file_type_detector.rb,fffc4837becb,code analysis and metrics,10.2,20,0,60,0.0,2,0.0,5,2,5,1.0
brakeman,lib/brakeman/processors/lib/find_all_calls.rb,fffc4837becb,code analysis and metrics,12.8,47,0,71,0.0,2,0.0,17,1,16,0.941
brakeman,lib/brakeman/processors/lib/find_call.rb,fffc4837becb,code analysis and metrics,7.5,14,0,50,0.0,2,0.0,8,1,8,1.0
brakeman,lib/brakeman/processors/lib/find_return_value.rb,fffc4837becb,code analysis and metrics,15.4,65,11,67,1.0,0,0.0,9,1,9,1.0
brakeman,lib/brakeman/processors/lib/module_helper.rb,fffc4837becb,code analysis and metrics,22.2,33,0,83,0.0,0,0.0,6,1,6,1.0
brakeman,lib/brakeman/processors/lib/processor_helper.rb,fffc4837becb,code analysis and metrics,10.6,20,0,100,0.0,0,0.0,7,1,7,1.0
brakeman,lib/brakeman/processors/lib/rails2_config_processor.rb,fffc4837becb,code analysis and metrics,11,23,0,75,0.0,2,0.0,8,2,8,1.0
brakeman,lib/brakeman/processors/lib/rails2_route_processor.rb,fffc4837becb,code analysis and metrics,13.3,33,0,83,0.5,2,0.0,18,2,18,1.0
brakeman,lib/brakeman/processors/lib/rails3_config_processor.rb,fffc4837becb,code analysis and metrics,10.6,19,0,78,0.0,2,0.0,9,1,9,1.0
brakeman,lib/brakeman/processors/lib/rails3_route_processor.rb,fffc4837becb,code analysis and metrics,13.8,52,0,80,1.0,2,0.0,20,1,20,1.0
brakeman,lib/brakeman/processors/lib/render_helper.rb,fffc4837becb,code analysis and metrics,22.4,99,0,89,0.0,0,11.1,9,1,9,1.0
brakeman,lib/brakeman/processors/lib/render_path.rb,fffc4837becb,code analysis and metrics,6.1,16,0,68,0.0,0,0.0,19,2,18,0.947
brakeman,lib/brakeman/processors/lib/route_helper.rb,fffc4837becb,code analysis and metrics,9.6,23,0,100,0.0,0,0.0,5,1,4,0.8
brakeman,lib/brakeman/processors/library_processor.rb,fffc4837becb,code analysis and metrics,10.1,26,0,57,1.0,2,0.0,7,1,7,1.0
brakeman,lib/brakeman/processors/model_processor.rb,fffc4837becb,code analysis and metrics,17.3,48,0,50,1.0,2,0.0,6,1,6,1.0
brakeman,lib/brakeman/processors/output_processor.rb,fffc4837becb,code analysis and metrics,6.9,22,0,47,1.0,1,0.0,17,1,11,0.647
brakeman,lib/brakeman/processors/slim_template_processor.rb,fffc4837becb,code analysis and metrics,10.2,34,0,80,1.0,3,0.0,10,1,10,1.0
brakeman,lib/brakeman/processors/template_alias_processor.rb,fffc4837becb,code analysis and metrics,14.5,33,0,100,1.0,2,0.0,8,1,8,1.0
brakeman,lib/brakeman/processors/template_processor.rb,fffc4837becb,code analysis and metrics,8.8,17,0,75,0.0,2,0.0,8,1,8,1.0
brakeman,lib/brakeman/report.rb,fffc4837becb,code analysis and metrics,7.7,44,0,18,0.0,0,0.0,11,1,6,0.545
brakeman,lib/brakeman/report/ignore/config.rb,fffc4837becb,code analysis and metrics,9.7,19,0,92,0.0,0,0.0,13,2,13,1.0
brakeman,lib/brakeman/report/ignore/interactive.rb,fffc4837becb,code analysis and metrics,10.5,33,0,68,0.0,0,0.0,31,2,31,1.0
brakeman,lib/brakeman/report/pager.rb,fffc4837becb,code analysis and metrics,10,21,0,80,0.0,0,0.0,10,2,10,1.0
brakeman,lib/brakeman/report/report_base.rb,fffc4837becb,code analysis and metrics,9.9,36,0,100,1.0,0,0.0,16,1,16,1.0
brakeman,lib/brakeman/report/report_codeclimate.rb,fffc4837becb,code analysis and metrics,7.5,23,0,100,0.0,1,0.0,8,1,8,1.0
brakeman,lib/brakeman/report/report_csv.rb,fffc4837becb,code analysis and metrics,15,26,0,67,0.0,1,0.0,3,1,3,1.0
brakeman,lib/brakeman/report/report_github.rb,fffc4837becb,code analysis and metrics,5.5,11,0,100,0.0,1,0.0,4,1,4,1.0
brakeman,lib/brakeman/report/report_html.rb,fffc4837becb,code analysis and metrics,16.2,71,0,92,0.0,2,0.0,12,1,12,1.0
brakeman,lib/brakeman/report/report_markdown.rb,fffc4837becb,code analysis and metrics,10.4,29,0,78,0.0,2,0.0,9,2,9,1.0
brakeman,lib/brakeman/report/report_sarif.rb,fffc4837becb,code analysis and metrics,21.1,108,0,73,0.0,1,0.0,11,1,11,1.0
brakeman,lib/brakeman/report/report_sonar.rb,fffc4837becb,code analysis and metrics,10.7,17,0,100,0.0,1,0.0,3,1,3,1.0
brakeman,lib/brakeman/report/report_table.rb,fffc4837becb,code analysis and metrics,10.6,36,0,67,0.0,1,0.0,24,1,23,0.958
brakeman,lib/brakeman/report/report_text.rb,fffc4837becb,code analysis and metrics,11.6,34,0,84,0.0,1,0.0,19,1,19,1.0
brakeman,lib/brakeman/rescanner.rb,fffc4837becb,code analysis and metrics,7.2,33,0,85,1.0,1,0.0,13,2,12,0.923
brakeman,lib/brakeman/scanner.rb,fffc4837becb,code analysis and metrics,11.9,72,0,93,0.0,1,0.0,30,3,30,1.0
brakeman,lib/brakeman/tracker.rb,fffc4837becb,code analysis and metrics,11.4,66,0,80,0.0,0,0.0,30,1,29,0.967
brakeman,lib/brakeman/tracker/collection.rb,fffc4837becb,code analysis and metrics,7.4,14,0,94,0.5,0,0.0,17,2,17,1.0
brakeman,lib/brakeman/tracker/config.rb,fffc4837becb,code analysis and metrics,12.4,88,0,65,0.5,0,0.0,20,2,19,0.95
brakeman,lib/brakeman/tracker/constants.rb,fffc4837becb,code analysis and metrics,11.2,42,14,79,0.67,0,0.0,14,3,14,1.0
brakeman,lib/brakeman/tracker/controller.rb,fffc4837becb,code analysis and metrics,9.8,38,0,100,0.33,1,0.0,14,3,11,0.786
brakeman,lib/brakeman/tracker/file_cache.rb,fffc4837becb,code analysis and metrics,5.7,14,0,92,0.0,0,8.3,12,2,8,0.667
brakeman,lib/brakeman/tracker/method_info.rb,fffc4837becb,code analysis and metrics,11,21,0,60,0.5,0,20.0,5,2,5,1.0
brakeman,lib/brakeman/tracker/model.rb,fffc4837becb,code analysis and metrics,7.4,18,0,78,0.33,1,0.0,9,3,9,1.0
brakeman,lib/brakeman/tracker/template.rb,fffc4837becb,code analysis and metrics,5,7,0,75,0.0,1,0.0,4,2,4,1.0
brakeman,lib/brakeman/util.rb,fffc4837becb,code analysis and metrics,6.3,23,0,93,0.0,0,0.0,43,1,33,0.767
