gem,ficheiro,commit,categoria,loc_medio,loc_max,pct_singleton,pct_duck,mixins_por_classe,profundidade_heranca,metaprog_por_100,metodos,classes,formas,razao_formas
aasm,lib/aasm/aasm.rb,88061ec5104a,state machines,16.3,50,9,82,0.0,0,27.3,11,2,11,1.0
aasm,lib/aasm/base.rb,88061ec5104a,state machines,9.3,56,0,93,0.0,0,29.6,27,2,21,0.778
aasm,lib/aasm/core/event.rb,88061ec5104a,state machines,7.5,34,0,74,0.5,0,0.0,19,2,19,1.0
aasm,lib/aasm/core/invoker.rb,88061ec5104a,state machines,5.3,8,0,20,0.0,0,0.0,10,3,6,0.6
aasm,lib/aasm/core/invokers/base_invoker.rb,88061ec5104a,state machines,4.6,7,0,14,0.0,0,0.0,7,4,5,0.714
aasm,lib/aasm/core/invokers/class_invoker.rb,88061ec5104a,state machines,4.5,12,0,82,0.0,1,0.0,11,4,11,1.0
aasm,lib/aasm/core/invokers/literal_invoker.rb,88061ec5104a,state machines,4.8,9,0,92,0.0,1,53.8,13,4,13,1.0
aasm,lib/aasm/core/invokers/proc_invoker.rb,88061ec5104a,state machines,6.8,17,0,90,0.0,1,70.0,10,4,10,1.0
aasm,lib/aasm/core/state.rb,88061ec5104a,state machines,6.2,11,0,73,0.0,0,0.0,11,2,11,1.0
aasm,lib/aasm/core/transition.rb,88061ec5104a,state machines,6.7,22,0,67,0.5,0,0.0,9,2,9,1.0
aasm,lib/aasm/dsl_helper.rb,88061ec5104a,state machines,6.7,9,0,67,0.0,0,66.7,3,3,3,1.0
aasm,lib/aasm/instance_base.rb,88061ec5104a,state machines,8.1,26,0,88,0.0,0,25.0,16,2,16,1.0
aasm,lib/aasm/localizer.rb,88061ec5104a,state machines,6.1,10,0,100,0.0,0,0.0,8,2,8,1.0
aasm,lib/aasm/minitest/transition_from.rb,88061ec5104a,state machines,5.7,6,0,100,0.0,0,33.3,3,1,3,1.0
aasm,lib/aasm/persistence.rb,88061ec5104a,state machines,8,28,100,60,0.0,0,40.0,5,2,5,1.0
aasm,lib/aasm/persistence/active_record_persistence.rb,88061ec5104a,state machines,6.2,17,6,24,0.0,0,47.1,17,5,17,1.0
aasm,lib/aasm/persistence/base.rb,88061ec5104a,state machines,4.8,8,12,75,0.0,0,12.5,8,5,8,1.0
aasm,lib/aasm/persistence/core_data_query_persistence.rb,88061ec5104a,state machines,4.6,7,20,60,0.0,0,100.0,5,5,5,1.0
aasm,lib/aasm/persistence/dynamoid_persistence.rb,88061ec5104a,state machines,10.2,22,25,75,0.0,0,125.0,4,4,4,1.0
aasm,lib/aasm/persistence/mongoid_persistence.rb,88061ec5104a,state machines,6.1,14,11,33,0.0,0,66.7,9,5,9,1.0
aasm,lib/aasm/persistence/no_brainer_persistence.rb,88061ec5104a,state machines,4.6,8,11,22,0.0,0,44.4,9,5,9,1.0
aasm,lib/aasm/persistence/orm.rb,88061ec5104a,state machines,5.2,29,0,11,0.0,0,0.0,19,3,15,0.789
aasm,lib/aasm/persistence/plain_persistence.rb,88061ec5104a,state machines,4.3,7,0,0,0.0,0,100.0,3,3,3,1.0
aasm,lib/aasm/persistence/redis_persistence.rb,88061ec5104a,state machines,5,9,17,33,0.0,0,100.0,6,4,6,1.0
aasm,lib/aasm/persistence/sequel_persistence.rb,88061ec5104a,state machines,4.2,9,9,36,0.0,0,54.5,11,4,11,1.0
aasm,lib/aasm/state_machine.rb,88061ec5104a,state machines,6,8,0,83,0.0,0,0.0,6,2,6,1.0
aasm,lib/aasm/state_machine_store.rb,88061ec5104a,state machines,5.9,12,44,78,0.0,0,0.0,9,2,9,1.0
aasm,lib/generators/aasm/orm_helpers.rb,88061ec5104a,state machines,7,17,0,50,0.0,0,0.0,4,3,4,1.0
aasm,lib/generators/active_record/aasm_generator.rb,88061ec5104a,state machines,7.3,10,0,33,0.33,1,0.0,3,3,3,1.0
aasm,lib/generators/mongoid/aasm_generator.rb,88061ec5104a,state machines,3,3,0,0,0.33,1,0.0,4,3,4,1.0
aasm,lib/generators/nobrainer/aasm_generator.rb,88061ec5104a,state machines,3,3,0,0,0.33,1,0.0,4,3,4,1.0
active_model_serializers,lib/action_controller/serialization.rb,6934c8bd31f4,api builder and discovery,6.3,17,0,33,0.67,0,16.7,6,3,6,1.0
active_model_serializers,lib/active_model/serializer.rb,6934c8bd31f4,api builder and discovery,6.1,18,67,67,1.5,0,6.7,30,2,27,0.9
active_model_serializers,lib/active_model/serializer/association.rb,6934c8bd31f4,api builder and discovery,4.6,15,0,88,0.0,0,0.0,8,2,8,1.0
active_model_serializers,lib/active_model/serializer/collection_serializer.rb,6934c8bd31f4,api builder and discovery,7.6,18,0,75,0.25,1,0.0,8,4,8,1.0
active_model_serializers,lib/active_model/serializer/concerns/caching.rb,6934c8bd31f4,api builder and discovery,8.4,23,0,81,0.25,0,0.0,21,4,21,1.0
active_model_serializers,lib/active_model/serializer/field.rb,6934c8bd31f4,api builder and discovery,8.7,16,0,71,0.0,0,71.4,7,2,7,1.0
active_model_serializers,lib/active_model/serializer/fieldset.rb,6934c8bd31f4,api builder and discovery,4,7,0,50,0.0,0,0.0,4,3,4,1.0
active_model_serializers,lib/active_model/serializer/lazy_association.rb,6934c8bd31f4,api builder and discovery,6.5,17,0,82,0.0,0,0.0,11,2,11,1.0
active_model_serializers,lib/active_model/serializer/lint.rb,6934c8bd31f4,api builder and discovery,4.5,8,0,85,0.0,0,0.0,13,4,12,0.923
active_model_serializers,lib/active_model/serializer/reflection.rb,6934c8bd31f4,api builder and discovery,7.6,17,0,67,0.0,1,11.1,9,3,8,0.889
active_model_serializers,lib/active_model_serializers.rb,6934c8bd31f4,api builder and discovery,4.8,7,100,40,1.0,0,0.0,5,1,5,1.0
active_model_serializers,lib/active_model_serializers/adapter.rb,6934c8bd31f4,api builder and discovery,5.2,16,100,60,0.5,0,0.0,10,2,10,1.0
active_model_serializers,lib/active_model_serializers/adapter/attributes.rb,6934c8bd31f4,api builder and discovery,8,13,0,100,0.0,1,0.0,3,3,3,1.0
active_model_serializers,lib/active_model_serializers/adapter/base.rb,6934c8bd31f4,api builder and discovery,3.2,4,46,23,0.0,0,7.7,13,3,13,1.0
active_model_serializers,lib/active_model_serializers/adapter/json.rb,6934c8bd31f4,api builder and discovery,4.3,7,0,100,0.0,1,0.0,3,3,3,1.0
active_model_serializers,lib/active_model_serializers/adapter/json_api.rb,6934c8bd31f4,api builder and discovery,13.1,67,11,89,0.33,1,0.0,18,3,18,1.0
active_model_serializers,lib/active_model_serializers/adapter/json_api/deserialization.rb,6934c8bd31f4,api builder and discovery,10.8,30,0,78,0.0,1,11.1,9,4,9,1.0
active_model_serializers,lib/active_model_serializers/adapter/json_api/error.rb,6934c8bd31f4,api builder and discovery,9.7,14,100,67,0.0,1,33.3,3,4,3,1.0
active_model_serializers,lib/active_model_serializers/adapter/json_api/jsonapi.rb,6934c8bd31f4,api builder and discovery,5.7,11,0,67,0.0,1,0.0,3,4,3,1.0
active_model_serializers,lib/active_model_serializers/adapter/json_api/link.rb,6934c8bd31f4,api builder and discovery,7.2,12,0,50,0.25,1,25.0,4,4,3,0.75
active_model_serializers,lib/active_model_serializers/adapter/json_api/pagination_links.rb,6934c8bd31f4,api builder and discovery,5.2,11,0,83,0.0,1,0.0,12,4,12,1.0
active_model_serializers,lib/active_model_serializers/adapter/json_api/relationship.rb,6934c8bd31f4,api builder and discovery,9.8,24,0,88,0.0,1,12.5,8,4,8,1.0
active_model_serializers,lib/active_model_serializers/adapter/json_api/resource_identifier.rb,6934c8bd31f4,api builder and discovery,5.5,9,50,75,0.0,1,25.0,8,4,8,1.0
active_model_serializers,lib/active_model_serializers/logging.rb,6934c8bd31f4,api builder and discovery,6.8,11,0,38,0.6,1,37.5,8,5,8,1.0
active_model_serializers,lib/active_model_serializers/lookup_chain.rb,6934c8bd31f4,api builder and discovery,3.2,4,0,50,0.0,0,0.0,4,2,4,1.0
active_model_serializers,lib/active_model_serializers/model.rb,6934c8bd31f4,api builder and discovery,5.4,7,38,100,1.0,0,12.5,8,3,8,1.0
active_model_serializers,lib/active_model_serializers/register_jsonapi_renderer.rb,6934c8bd31f4,api builder and discovery,10.3,17,67,100,0.0,0,0.0,3,3,3,1.0
active_model_serializers,lib/active_model_serializers/serializable_resource.rb,6934c8bd31f4,api builder and discovery,4.5,12,0,80,0.5,0,0.0,10,2,9,0.9
active_model_serializers,lib/active_model_serializers/serialization_context.rb,6934c8bd31f4,api builder and discovery,4.8,12,60,40,0.0,0,20.0,5,3,5,1.0
active_model_serializers,lib/generators/rails/serializer_generator.rb,6934c8bd31f4,api builder and discovery,4.5,9,0,75,0.0,1,0.0,4,3,4,1.0
activerecord,examples/performance.rb,3989ebf3473d,orm/odm,1.9,3,67,44,0.0,1,0.0,9,4,7,0.778
activerecord,lib/active_record.rb,3989ebf3473d,orm/odm,7.9,21,100,33,0.86,0,5.6,18,7,18,1.0
activerecord,lib/active_record/aggregations.rb,3989ebf3473d,orm/odm,10.3,24,0,71,0.33,0,71.4,7,3,7,1.0
activerecord,lib/active_record/association_relation.rb,3989ebf3473d,orm/odm,3.7,7,0,71,0.0,1,0.0,7,2,7,1.0
activerecord,lib/active_record/associations.rb,3989ebf3473d,orm/odm,6.9,37,8,38,0.75,0,15.4,13,4,12,0.923
activerecord,lib/active_record/associations/alias_tracker.rb,3989ebf3473d,orm/odm,12,23,33,83,0.0,0,0.0,6,3,6,1.0
activerecord,lib/active_record/associations/association.rb,3989ebf3473d,orm/odm,5.7,27,0,62,0.0,0,6.4,47,3,42,0.894
activerecord,lib/active_record/associations/association_scope.rb,3989ebf3473d,orm/odm,9.6,36,20,60,0.0,1,6.7,15,4,15,1.0
activerecord,lib/active_record/associations/belongs_to_association.rb,3989ebf3473d,orm/odm,7.1,33,0,71,0.0,1,33.3,21,3,20,0.952
activerecord,lib/active_record/associations/belongs_to_polymorphic_association.rb,3989ebf3473d,orm/odm,4.1,9,0,88,0.0,2,0.0,8,3,8,1.0
activerecord,lib/active_record/associations/builder/association.rb,3989ebf3473d,orm/odm,7.5,19,100,65,0.0,0,23.5,17,2,13,0.765
activerecord,lib/active_record/associations/builder/belongs_to.rb,3989ebf3473d,orm/odm,13.9,34,100,82,0.0,1,45.5,11,2,10,0.909
activerecord,lib/active_record/associations/builder/collection_association.rb,3989ebf3473d,orm/odm,11,26,100,83,0.0,1,100.0,6,2,5,0.833
activerecord,lib/active_record/associations/builder/has_and_belongs_to_many.rb,3989ebf3473d,orm/odm,10.3,45,45,82,0.0,0,9.1,11,2,11,1.0
activerecord,lib/active_record/associations/builder/has_one.rb,3989ebf3473d,orm/odm,5.6,11,100,75,0.0,1,12.5,8,2,7,0.875
activerecord,lib/active_record/associations/builder/singular_association.rb,3989ebf3473d,orm/odm,15.5,21,100,75,0.0,1,50.0,4,2,4,1.0
activerecord,lib/active_record/associations/collection_association.rb,3989ebf3473d,orm/odm,10.3,34,0,82,0.0,1,5.3,38,3,38,1.0
activerecord,lib/active_record/associations/collection_proxy.rb,3989ebf3473d,orm/odm,3.5,7,0,68,0.33,1,0.0,37,3,32,0.865
activerecord,lib/active_record/associations/deprecation.rb,3989ebf3473d,orm/odm,6.6,24,100,78,0.0,0,0.0,9,1,9,1.0
activerecord,lib/active_record/associations/disable_joins_association_scope.rb,3989ebf3473d,orm/odm,16,24,0,100,0.0,1,0.0,3,3,3,1.0
activerecord,lib/active_record/associations/errors.rb,3989ebf3473d,orm/odm,8.4,12,0,95,0.13,3,0.0,20,23,18,0.9
activerecord,lib/active_record/associations/foreign_association.rb,3989ebf3473d,orm/odm,10,17,0,100,0.0,0,0.0,3,2,3,1.0
activerecord,lib/active_record/associations/has_many_association.rb,3989ebf3473d,orm/odm,9.5,46,0,85,0.33,1,23.1,13,3,13,1.0
activerecord,lib/active_record/associations/has_many_through_association.rb,3989ebf3473d,orm/odm,9.4,36,0,81,0.33,2,19.0,21,3,21,1.0
activerecord,lib/active_record/associations/has_one_association.rb,3989ebf3473d,orm/odm,14.9,31,0,88,0.33,1,25.0,8,3,8,1.0
activerecord,lib/active_record/associations/join_dependency.rb,3989ebf3473d,orm/odm,11.6,47,9,91,0.25,0,0.0,22,4,22,1.0
activerecord,lib/active_record/associations/join_dependency/join_association.rb,3989ebf3473d,orm/odm,13.7,54,0,100,0.0,1,0.0,6,4,6,1.0
activerecord,lib/active_record/associations/join_dependency/join_part.rb,3989ebf3473d,orm/odm,5.6,16,0,71,0.25,0,0.0,7,4,7,1.0
activerecord,lib/active_record/associations/nested_error.rb,3989ebf3473d,orm/odm,6,9,0,100,0.0,1,0.0,5,3,5,1.0
activerecord,lib/active_record/associations/preloader.rb,3989ebf3473d,orm/odm,6,16,0,80,0.33,0,0.0,5,3,5,1.0
activerecord,lib/active_record/associations/preloader/association.rb,3989ebf3473d,orm/odm,6.6,20,0,74,0.0,0,0.0,38,6,36,0.947
activerecord,lib/active_record/associations/preloader/batch.rb,3989ebf3473d,orm/odm,13,24,0,100,0.0,0,0.0,3,4,3,1.0
activerecord,lib/active_record/associations/preloader/branch.rb,3989ebf3473d,orm/odm,7.6,16,0,94,0.0,0,0.0,16,4,16,1.0
activerecord,lib/active_record/associations/preloader/through_association.rb,3989ebf3473d,orm/odm,9,43,0,100,0.0,1,0.0,14,4,14,1.0
activerecord,lib/active_record/associations/singular_association.rb,3989ebf3473d,orm/odm,5.3,11,0,40,0.0,1,0.0,10,3,9,0.9
activerecord,lib/active_record/associations/through_association.rb,3989ebf3473d,orm/odm,9.3,22,0,100,0.0,0,0.0,10,3,10,1.0
activerecord,lib/active_record/asynchronous_queries_tracker.rb,3989ebf3473d,orm/odm,3.7,7,27,73,0.0,0,0.0,11,3,11,1.0
activerecord,lib/active_record/attribute_assignment.rb,3989ebf3473d,orm/odm,8.9,18,0,86,0.0,0,28.6,7,2,7,1.0
activerecord,lib/active_record/attribute_methods.rb,3989ebf3473d,orm/odm,7.6,23,3,78,2.75,1,5.4,37,4,36,0.973
activerecord,lib/active_record/attribute_methods/before_type_cast.rb,3989ebf3473d,orm/odm,3.9,6,0,100,0.33,0,0.0,7,3,7,1.0
activerecord,lib/active_record/attribute_methods/composite_primary_key.rb,3989ebf3473d,orm/odm,7.1,8,0,100,0.0,0,0.0,8,3,8,1.0
activerecord,lib/active_record/attribute_methods/dirty.rb,3989ebf3473d,orm/odm,5.3,28,0,74,0.67,0,0.0,19,3,19,1.0
activerecord,lib/active_record/attribute_methods/primary_key.rb,3989ebf3473d,orm/odm,4.5,11,0,42,0.5,0,5.3,19,4,18,0.947
activerecord,lib/active_record/attribute_methods/query.rb,3989ebf3473d,orm/odm,9.7,19,0,67,0.33,0,33.3,3,3,3,1.0
activerecord,lib/active_record/attribute_methods/read.rb,3989ebf3473d,orm/odm,7,12,0,100,0.25,0,0.0,3,4,3,1.0
activerecord,lib/active_record/attribute_methods/serialization.rb,3989ebf3473d,orm/odm,13.2,23,0,100,0.2,1,0.0,4,5,4,1.0
activerecord,lib/active_record/attribute_methods/time_zone_conversion.rb,3989ebf3473d,orm/odm,7.6,21,12,50,0.2,1,0.0,8,5,8,1.0
activerecord,lib/active_record/attribute_methods/write.rb,3989ebf3473d,orm/odm,7.3,12,0,100,0.25,0,0.0,3,4,3,1.0
activerecord,lib/active_record/attributes.rb,3989ebf3473d,orm/odm,7.4,15,0,57,1.0,0,0.0,7,3,7,1.0
activerecord,lib/active_record/autosave_association.rb,3989ebf3473d,orm/odm,12.0,45,7,72,0.25,0,13.8,29,4,25,0.862
activerecord,lib/active_record/callbacks.rb,3989ebf3473d,orm/odm,4.3,11,0,0,1.0,0,0.0,6,3,6,1.0
activerecord,lib/active_record/coders/column_serializer.rb,3989ebf3473d,orm/odm,7.2,15,0,67,0.0,0,0.0,6,3,6,1.0
activerecord,lib/active_record/coders/json.rb,3989ebf3473d,orm/odm,3.3,4,0,67,0.0,0,0.0,3,3,3,1.0
activerecord,lib/active_record/coders/yaml_column.rb,3989ebf3473d,orm/odm,7.8,11,0,56,0.0,1,0.0,9,4,9,1.0
activerecord,lib/active_record/connection_adapters/abstract/connection_handler.rb,3989ebf3473d,orm/odm,6.5,39,0,54,0.0,0,0.0,26,4,24,0.923
activerecord,lib/active_record/connection_adapters/abstract/connection_pool.rb,3989ebf3473d,orm/odm,9.2,58,3,67,0.2,1,0.0,95,10,81,0.853
activerecord,lib/active_record/connection_adapters/abstract/connection_pool/queue.rb,3989ebf3473d,orm/odm,5.8,20,0,78,0.14,1,0.0,23,7,23,1.0
activerecord,lib/active_record/connection_adapters/abstract/connection_pool/reaper.rb,3989ebf3473d,orm/odm,13.4,42,60,80,0.0,0,0.0,5,4,5,1.0
activerecord,lib/active_record/connection_adapters/abstract/database_statements.rb,3989ebf3473d,orm/odm,6.3,41,0,32,0.0,0,0.0,71,3,59,0.831
activerecord,lib/active_record/connection_adapters/abstract/query_cache.rb,3989ebf3473d,orm/odm,7,21,6,86,0.0,0,2.8,36,6,35,0.972
activerecord,lib/active_record/connection_adapters/abstract/quoting.rb,3989ebf3473d,orm/odm,7.0,18,0,45,0.25,0,0.0,22,4,18,0.818
activerecord,lib/active_record/connection_adapters/abstract/schema_creation.rb,3989ebf3473d,orm/odm,7,33,0,73,0.0,0,4.5,22,3,21,0.955
activerecord,lib/active_record/connection_adapters/abstract/schema_definitions.rb,3989ebf3473d,orm/odm,5.4,30,0,79,0.5,0,1.1,90,8,79,0.878
activerecord,lib/active_record/connection_adapters/abstract/schema_dumper.rb,3989ebf3473d,orm/odm,5.9,14,7,71,0.0,1,0.0,14,3,14,1.0
activerecord,lib/active_record/connection_adapters/abstract/schema_statements.rb,3989ebf3473d,orm/odm,7.0,36,0,60,0.33,0,2.5,120,3,101,0.842
activerecord,lib/active_record/connection_adapters/abstract/transaction.rb,3989ebf3473d,orm/odm,5.9,41,0,57,0.0,2,0.0,97,13,61,0.629
activerecord,lib/active_record/connection_adapters/abstract_adapter.rb,3989ebf3473d,orm/odm,5.6,67,9,38,2.0,0,0.6,159,4,93,0.585
activerecord,lib/active_record/connection_adapters/abstract_mysql_adapter.rb,3989ebf3473d,orm/odm,8.4,49,6,56,0.75,1,0.0,96,4,74,0.771
activerecord,lib/active_record/connection_adapters/column.rb,3989ebf3473d,orm/odm,6.2,12,0,57,0.25,1,0.0,14,4,13,0.929
activerecord,lib/active_record/connection_adapters/deduplicable.rb,3989ebf3473d,orm/odm,3,3,0,0,0.25,0,0.0,4,4,4,1.0
activerecord,lib/active_record/connection_adapters/mysql/column.rb,3989ebf3473d,orm/odm,3,3,0,50,0.0,1,0.0,4,4,4,1.0
activerecord,lib/active_record/connection_adapters/mysql/database_statements.rb,3989ebf3473d,orm/odm,6.4,11,0,70,0.0,0,0.0,10,4,10,1.0
activerecord,lib/active_record/connection_adapters/mysql/explain_pretty_printer.rb,3989ebf3473d,orm/odm,8.8,19,0,100,0.0,0,20.0,5,4,5,1.0
activerecord,lib/active_record/connection_adapters/mysql/quoting.rb,3989ebf3473d,orm/odm,9,23,0,60,0.2,0,0.0,10,5,8,0.8
activerecord,lib/active_record/connection_adapters/mysql/schema_creation.rb,3989ebf3473d,orm/odm,7.7,26,0,82,0.0,1,0.0,11,4,11,1.0
activerecord,lib/active_record/connection_adapters/mysql/schema_definitions.rb,3989ebf3473d,orm/odm,5,15,0,70,0.57,1,0.0,10,7,10,1.0
activerecord,lib/active_record/connection_adapters/mysql/schema_dumper.rb,3989ebf3473d,orm/odm,8.7,20,0,100,0.0,1,22.2,9,4,9,1.0
activerecord,lib/active_record/connection_adapters/mysql/schema_statements.rb,3989ebf3473d,orm/odm,9.9,73,0,55,0.0,0,0.0,29,4,27,0.931
activerecord,lib/active_record/connection_adapters/mysql/type_metadata.rb,3989ebf3473d,orm/odm,4.8,5,0,75,0.25,1,0.0,4,4,4,1.0
activerecord,lib/active_record/connection_adapters/mysql2/database_statements.rb,3989ebf3473d,orm/odm,16,74,0,62,0.0,0,25.0,8,4,8,1.0
activerecord,lib/active_record/connection_adapters/mysql2_adapter.rb,3989ebf3473d,orm/odm,5.9,14,9,68,0.33,2,0.0,22,3,17,0.773
activerecord,lib/active_record/connection_adapters/pool_config.rb,3989ebf3473d,orm/odm,6.1,12,22,67,0.33,0,0.0,9,3,9,1.0
activerecord,lib/active_record/connection_adapters/pool_manager.rb,3989ebf3473d,orm/odm,4.6,9,0,100,0.0,0,0.0,9,3,9,1.0
activerecord,lib/active_record/connection_adapters/postgresql/column.rb,3989ebf3473d,orm/odm,4.3,7,0,64,0.0,1,0.0,14,4,13,0.929
activerecord,lib/active_record/connection_adapters/postgresql/database_statements.rb,3989ebf3473d,orm/odm,7.2,36,0,62,0.0,0,0.0,24,4,22,0.917
activerecord,lib/active_record/connection_adapters/postgresql/oid/array.rb,3989ebf3473d,orm/odm,6.2,12,0,80,0.2,2,10.0,10,5,10,1.0
activerecord,lib/active_record/connection_adapters/postgresql/oid/bit.rb,3989ebf3473d,orm/odm,4.3,12,0,14,0.0,2,0.0,7,6,6,0.857
activerecord,lib/active_record/connection_adapters/postgresql/oid/cidr.rb,3989ebf3473d,orm/odm,6.8,13,0,80,0.0,2,0.0,5,5,5,1.0
activerecord,lib/active_record/connection_adapters/postgresql/oid/date_time.rb,3989ebf3473d,orm/odm,7,11,0,33,0.0,1,0.0,3,5,3,1.0
activerecord,lib/active_record/connection_adapters/postgresql/oid/hstore.rb,3989ebf3473d,orm/odm,13.5,52,0,50,0.2,2,0.0,6,5,5,0.833
activerecord,lib/active_record/connection_adapters/postgresql/oid/interval.rb,3989ebf3473d,orm/odm,8,14,0,25,0.0,2,0.0,4,5,4,1.0
activerecord,lib/active_record/connection_adapters/postgresql/oid/legacy_point.rb,3989ebf3473d,orm/odm,6.5,13,0,75,0.2,2,0.0,4,5,4,1.0
activerecord,lib/active_record/connection_adapters/postgresql/oid/macaddr.rb,3989ebf3473d,orm/odm,3.7,4,0,67,0.0,1,0.0,3,5,3,1.0
activerecord,lib/active_record/connection_adapters/postgresql/oid/point.rb,3989ebf3473d,orm/odm,7.3,20,0,71,0.2,2,0.0,7,5,7,1.0
activerecord,lib/active_record/connection_adapters/postgresql/oid/range.rb,3989ebf3473d,orm/odm,6.1,13,0,93,0.0,2,0.0,14,5,14,1.0
activerecord,lib/active_record/connection_adapters/postgresql/oid/type_map_initializer.rb,3989ebf3473d,orm/odm,6.1,16,0,93,0.0,0,0.0,15,5,15,1.0
activerecord,lib/active_record/connection_adapters/postgresql/oid/uuid.rb,3989ebf3473d,orm/odm,4.6,8,0,80,0.0,2,0.0,5,5,5,1.0
activerecord,lib/active_record/connection_adapters/postgresql/oid/xml.rb,3989ebf3473d,orm/odm,3.2,4,0,0,0.0,1,0.0,4,6,3,0.75
activerecord,lib/active_record/connection_adapters/postgresql/quoting.rb,3989ebf3473d,orm/odm,7.8,28,0,71,0.17,1,0.0,24,6,23,0.958
activerecord,lib/active_record/connection_adapters/postgresql/schema_creation.rb,3989ebf3473d,orm/odm,9.6,35,0,71,0.0,1,0.0,14,4,13,0.929
activerecord,lib/active_record/connection_adapters/postgresql/schema_definitions.rb,3989ebf3473d,orm/odm,3.8,8,0,81,0.57,1,0.0,31,7,24,0.774
activerecord,lib/active_record/connection_adapters/postgresql/schema_dumper.rb,3989ebf3473d,orm/odm,9.3,15,0,93,0.0,1,0.0,15,4,15,1.0
activerecord,lib/active_record/connection_adapters/postgresql/schema_statements.rb,3989ebf3473d,orm/odm,10.1,71,0,57,0.0,0,0.0,94,4,87,0.926
activerecord,lib/active_record/connection_adapters/postgresql/type_metadata.rb,3989ebf3473d,orm/odm,5.2,6,0,75,0.25,1,0.0,4,4,4,1.0
activerecord,lib/active_record/connection_adapters/postgresql/utils.rb,3989ebf3473d,orm/odm,4.6,8,0,62,0.2,0,0.0,8,5,8,1.0
activerecord,lib/active_record/connection_adapters/postgresql_adapter.rb,3989ebf3473d,orm/odm,8.4,63,4,56,0.8,1,1.0,100,5,61,0.61
activerecord,lib/active_record/connection_adapters/schema_cache.rb,3989ebf3473d,orm/odm,5.7,25,5,62,0.0,0,1.5,66,6,62,0.939
activerecord,lib/active_record/connection_adapters/sql_type_metadata.rb,3989ebf3473d,orm/odm,6.8,8,0,75,0.33,0,0.0,4,3,4,1.0
activerecord,lib/active_record/connection_adapters/sqlite3/column.rb,3989ebf3473d,orm/odm,4.3,7,0,70,0.0,1,0.0,10,4,10,1.0
activerecord,lib/active_record/connection_adapters/sqlite3/database_statements.rb,3989ebf3473d,orm/odm,6.8,49,0,33,0.0,0,0.0,18,4,16,0.889
activerecord,lib/active_record/connection_adapters/sqlite3/quoting.rb,3989ebf3473d,orm/odm,7.1,15,0,54,0.2,0,0.0,13,5,11,0.846
activerecord,lib/active_record/connection_adapters/sqlite3/schema_creation.rb,3989ebf3473d,orm/odm,8,16,0,67,0.0,1,0.0,3,4,3,1.0
activerecord,lib/active_record/connection_adapters/sqlite3/schema_definitions.rb,3989ebf3473d,orm/odm,4.4,8,0,40,0.0,1,0.0,5,4,4,0.8
activerecord,lib/active_record/connection_adapters/sqlite3/schema_dumper.rb,3989ebf3473d,orm/odm,7.2,12,0,83,0.0,1,0.0,6,4,6,1.0
activerecord,lib/active_record/connection_adapters/sqlite3/schema_statements.rb,3989ebf3473d,orm/odm,10.1,47,0,67,0.0,0,0.0,18,4,18,1.0
activerecord,lib/active_record/connection_adapters/sqlite3_adapter.rb,3989ebf3473d,orm/odm,8.7,51,5,59,0.6,1,1.4,74,5,55,0.743
activerecord,lib/active_record/connection_adapters/statement_pool.rb,3989ebf3473d,orm/odm,3.9,6,0,91,0.33,0,0.0,11,3,11,1.0
activerecord,lib/active_record/connection_adapters/trilogy/database_statements.rb,3989ebf3473d,orm/odm,9,28,0,67,0.0,0,0.0,6,4,6,1.0
activerecord,lib/active_record/connection_adapters/trilogy_adapter.rb,3989ebf3473d,orm/odm,6.0,17,17,70,0.33,2,0.0,23,3,18,0.783
activerecord,lib/active_record/connection_handling.rb,3989ebf3473d,orm/odm,6.7,29,0,83,0.0,0,3.3,30,2,30,1.0
activerecord,lib/active_record/core.rb,3989ebf3473d,orm/odm,7.2,46,27,48,0.75,1,6.0,67,4,58,0.866
activerecord,lib/active_record/counter_cache.rb,3989ebf3473d,orm/odm,12.4,61,0,89,0.33,0,0.0,9,3,9,1.0
activerecord,lib/active_record/database_configurations.rb,3989ebf3473d,orm/odm,8.8,24,5,79,0.0,1,0.0,19,3,19,1.0
activerecord,lib/active_record/database_configurations/connection_url_resolver.rb,3989ebf3473d,orm/odm,8.6,17,0,86,0.0,0,0.0,7,3,7,1.0
activerecord,lib/active_record/database_configurations/hash_config.rb,3989ebf3473d,orm/odm,4.4,14,0,87,0.0,1,0.0,31,3,24,0.774
activerecord,lib/active_record/database_configurations/url_config.rb,3989ebf3473d,orm/odm,10,18,0,100,0.0,2,0.0,4,3,4,1.0
activerecord,lib/active_record/disable_joins_association_relation.rb,3989ebf3473d,orm/odm,7,13,0,100,0.0,1,0.0,4,2,4,1.0
activerecord,lib/active_record/dynamic_matchers.rb,3989ebf3473d,orm/odm,4.4,10,86,57,0.0,1,14.3,14,5,12,0.857
activerecord,lib/active_record/encryption/auto_filtered_parameters.rb,3989ebf3473d,orm/odm,5.2,7,0,44,0.0,0,0.0,9,3,9,1.0
activerecord,lib/active_record/encryption/cipher.rb,3989ebf3473d,orm/odm,4.3,7,0,50,0.0,0,0.0,6,3,6,1.0
activerecord,lib/active_record/encryption/cipher/aes256_gcm.rb,3989ebf3473d,orm/odm,8.6,26,25,50,0.0,0,0.0,8,4,8,1.0
activerecord,lib/active_record/encryption/config.rb,3989ebf3473d,orm/odm,6.6,15,0,40,0.0,0,0.0,5,3,5,1.0
